OffsetValue	AccumulatedValue	Overflow
-300	-121503
-200	-28191
-100	65911
0	160297
100	254700
200	348745
300	441521

-100	66002
-90	76020
-80	85267
-70	93800
-60	104066
-50	113407
-40	121760
-30	132238
-20	141558
-10	149596
0	160349
10	171085
20	179106
30	188412
40	198945
50	207226
60	216501
70	226781
80	235196
90	244449
100	254393

0	160275
1	161375
2	162470
3	163559
4	164678
5	165736
6	166842
7	167954
8	168963
9	170034
10	171071
11	172169
12	173254
13	174335
14	175420
15	176496
16	175130
17	176036
18	177031
19	177900
20	178811
GNDAccumulatedData	171813	MinAccumulatedData	172169	MinDCOffsetValue	11
