OffsetValue	AccumulatedValue	Overflow
-300	-94660
-200	-1105
-100	93140
0	187670
100	282082
200	376176
300	469174

-100	93184
-90	103129
-80	112444
-70	121124
-60	131223
-50	140614
-40	149183
-30	159522
-20	168849
-10	177119
0	187641
10	198197
20	206453
30	215809
40	226198
50	234662
60	243953
70	254096
80	262725
90	271994
100	281852

0	187687
1	188733
2	189815
3	190893
4	191964
5	192995
6	194098
7	195164
8	196181
9	197254
10	198305
11	199366
12	200413
13	201454
14	202523
15	203618
16	202595
17	203495
18	204487
19	205392
20	206250
GNDAccumulatedData	197604	MinAccumulatedData	197254	MinDCOffsetValue	9
