OffsetValue	AccumulatedValue	Overflow
-300	-119899
-200	-25875
-100	69004
0	164071
100	259057
200	353731
300	447232

-100	68996
-90	79078
-80	88378
-70	97018
-60	107349
-50	116795
-40	125238
-30	135801
-20	145126
-10	153295
0	164065
10	174839
20	182968
30	192350
40	202923
50	211296
60	220645
70	230957
80	239488
90	248801
100	258803

0	164021
1	165114
2	166217
3	167300
4	168435
5	169489
6	170628
7	171721
8	172697
9	173794
10	174874
11	175944
12	177022
13	178066
14	179180
15	180284
16	179036
17	179914
18	180923
19	181856
20	182760
GNDAccumulatedData	172900	MinAccumulatedData	172697	MinDCOffsetValue	8
