OffsetValue	AccumulatedValue	Overflow
-300	-114072
-200	-18022
-100	78860
0	175995
100	273073
200	369842
300	465460

-100	78923
-90	89112
-80	98636
-70	107519
-60	118031
-50	127643
-40	136390
-30	147081
-20	156665
-10	165045
0	175967
10	186876
20	195272
30	204899
40	215571
50	224204
60	233714
70	244230
80	253064
90	262600
100	272787

0	176005
1	177078
2	178225
3	179320
4	180460
5	181539
6	182643
7	183776
8	184760
9	185903
10	186974
11	188072
12	189153
13	190209
14	191359
15	192467
16	191307
17	192260
18	193256
19	194192
20	195134
GNDAccumulatedData	186252	MinAccumulatedData	185903	MinDCOffsetValue	9
