OffsetValue	AccumulatedValue	Overflow
-300	-89276
-200	-5350
-100	79332
0	164224
100	248883
200	333416
300	416633

-100	79460
-90	88355
-80	96689
-70	104439
-60	113614
-50	121981
-40	129593
-30	138925
-20	147286
-10	154679
0	164178
10	173720
20	181069
30	189465
40	198789
50	206388
60	214708
70	223805
80	231473
90	239752
100	248614

0	164199
1	165155
2	166119
3	167049
4	168041
5	168983
6	169941
7	170897
8	171789
9	172744
10	173614
11	174600
12	175559
13	176480
14	177443
15	178399
16	177396
17	178179
18	179087
19	179868
20	180659
GNDAccumulatedData	171786	MinAccumulatedData	171789	MinDCOffsetValue	8
