OffsetValue	AccumulatedValue	Overflow
-300	-126512
-200	-32727
-100	61908
0	156816
100	251694
200	346195
300	439522

-100	61987
-90	72094
-80	81374
-70	89943
-60	100295
-50	109693
-40	118127
-30	128636
-20	137978
-10	146084
0	156860
10	167610
20	175715
30	185070
40	195638
50	203968
60	213278
70	223611
80	232122
90	241425
100	251447

0	156896
1	157973
2	159058
3	160200
4	161313
5	162368
6	163461
7	164583
8	165543
9	166622
10	167678
11	168800
12	169903
13	170972
14	172090
15	173163
16	171845
17	172763
18	173774
19	174664
20	175589
GNDAccumulatedData	166807	MinAccumulatedData	166622	MinDCOffsetValue	9
