Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2352	-229	2363.12	-3.04453	0
100	-2272	-212	2281.87	-3.04855	0
200	-1705	-152	1711.76	-3.05268	0
300	-1094	-91	1097.78	-3.0586	0
400	-479	-30	479.939	-3.07904	0
500	132	29	135.148	0.216261	0
600	746	86	750.941	0.114775	0
700	1364	142	1371.37	0.103732	0
800	1981	198	1990.87	0.0996187	0
900	2593	254	2605.41	0.0976445	0
1000	3211	310	3225.93	0.0962449	0
SourceAmp:	509	MinSinkAmp:	500	MinMagnitude:	135.148

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-472	-30	472.952	-3.07812	0
410	-415	-24	415.693	-3.08383	0
420	-355	-18	355.456	-3.09093	0
430	-294	-12	294.245	-3.1008	0
440	-234	-6	234.077	-3.11596	0
450	-172	0	172	3.14159	0
460	-113	6	113.159	3.08855	0
470	-49	12	50.448	2.90142	0
480	11	17	20.2485	0.996491	0
490	72	23	75.5844	0.309199	0
500	134	29	137.102	0.213131	0
510	195	35	198.116	0.177596	0
520	255	41	258.275	0.15942	0
530	317	46	320.32	0.144105	0
540	376	52	379.579	0.137426	0
550	439	58	442.815	0.131358	0
560	501	63	504.946	0.125092	0
570	562	69	566.22	0.122164	0
580	622	75	626.505	0.119999	0
590	684	80	688.662	0.11643	0
600	748	86	752.928	0.114471	0
SourceAmp:	509	MinSinkAmp:	480	MinMagnitude:	20.2485

Amp	Real	Quad	Magnitude	Phase	Overflow
470	-48	12	49.4773	2.89661	0
471	-43	12	44.643	2.86945	0
472	-37	13	39.2173	2.80371	0
473	-30	13	32.6956	2.73268	0
474	-24	14	27.7849	2.61352	0
475	-18	14	22.8035	2.48055	0
476	-13	15	19.8494	2.28489	0
477	-7	15	16.5529	2.00742	0
478	-1	16	16.0312	1.63322	0
479	5	17	17.72	1.28474	0
480	12	17	20.8087	0.956133	0
481	18	18	25.4558	0.785398	0
482	24	18	30	0.643501	0
483	30	19	35.5106	0.564569	0
484	35	20	40.3113	0.519146	0
485	41	20	45.618	0.453844	0
486	47	21	51.4782	0.420197	0
487	54	22	58.3095	0.386876	0
488	60	22	63.9062	0.351445	0
489	67	23	70.8378	0.330679	0
490	73	23	76.5376	0.305223	0
SourceAmp:	509	MinSinkAmp:	478	MinMagnitude:	16.0312

