Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2389	-240	2401.02	-3.04147	0
100	-2336	-227	2347	-3.04472	0
200	-1786	-181	1795.15	-3.04059	0
300	-1186	-126	1192.67	-3.03575	0
400	-582	-69	586.076	-3.02359	0
500	17	-13	21.4009	-0.652847	0
600	618	41	619.359	0.066246	0
700	1222	95	1225.69	0.0775854	0
800	1827	149	1833.07	0.0813744	0
900	2427	205	2435.64	0.0842664	0
1000	3033	264	3044.47	0.0868237	0
SourceAmp:	498	MinSinkAmp:	500	MinMagnitude:	21.4009

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-576	-69	580.118	-3.02237	0
410	-521	-64	524.916	-3.01936	0
420	-462	-58	465.626	-3.0167	0
430	-402	-52	405.349	-3.01295	0
440	-341	-46	344.089	-3.0075	0
450	-281	-41	283.975	-2.99671	0
460	-223	-35	225.73	-2.98591	0
470	-162	-30	164.754	-2.95848	0
480	-101	-24	103.812	-2.9083	0
490	-42	-19	46.0977	-2.71676	0
500	17	-13	21.4009	-0.652847	0
510	76	-8	76.4199	-0.104877	0
520	136	-2	136.015	-0.0147048	0
530	198	3	198.023	0.0151504	0
540	256	8	256.125	0.0312398	0
550	316	14	316.31	0.0442748	0
560	377	19	377.478	0.0503553	0
570	438	25	438.713	0.0570158	0
580	497	30	497.905	0.060289	0
590	557	35	558.099	0.0627541	0
600	618	41	619.359	0.066246	0
SourceAmp:	498	MinSinkAmp:	500	MinMagnitude:	21.4009

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-41	-19	45.1885	-2.70764	0
491	-36	-18	40.2492	-2.67795	0
492	-31	-18	35.8469	-2.61553	0
493	-25	-17	30.2324	-2.54442	0
494	-19	-17	25.4951	-2.41169	0
495	-12	-16	20	-2.2143	0
496	-6	-16	17.088	-1.92957	0
497	1	-15	15.0333	-1.50423	0
498	7	-14	15.6525	-1.10715	0
499	13	-14	19.105	-0.822418	0
500	18	-13	22.2036	-0.625485	0
501	24	-13	27.2947	-0.496423	0
502	30	-12	32.311	-0.380506	0
503	36	-12	37.9473	-0.321751	0
504	42	-11	43.4166	-0.256151	0
505	48	-10	49.0306	-0.205395	0
506	54	-10	54.9181	-0.183111	0
507	60	-9	60.6712	-0.14889	0
508	64	-9	64.6297	-0.139709	0
509	71	-8	71.4493	-0.112203	0
510	76	-8	76.4199	-0.104877	0
SourceAmp:	498	MinSinkAmp:	497	MinMagnitude:	15.0333

