Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2383	-239	2394.96	-3.04163	0
100	-2346	-227	2356.96	-3.04513	0
200	-1838	-178	1846.6	-3.04505	0
300	-1249	-122	1254.94	-3.04422	0
400	-652	-65	655.232	-3.04223	0
500	-60	-9	60.6712	-2.9927	0
600	530	43	531.741	0.0809548	0
700	1127	96	1131.08	0.0849768	0
800	1724	149	1730.43	0.0862127	0
900	2315	203	2323.88	0.0874653	0
1000	2908	259	2919.51	0.0888303	0
SourceAmp:	474	MinSinkAmp:	500	MinMagnitude:	60.6712

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-646	-65	649.262	-3.04131	0
410	-593	-60	596.028	-3.04076	0
420	-533	-54	535.728	-3.04062	0
430	-474	-48	476.424	-3.04067	0
440	-413	-42	415.13	-3.04025	0
450	-354	-37	355.928	-3.03745	0
460	-297	-31	298.613	-3.03759	0
470	-237	-26	238.422	-3.03232	0
480	-177	-20	178.126	-3.02908	0
490	-118	-15	118.95	-3.01515	0
500	-59	-9	59.6825	-2.99022	0
510	-1	-4	4.12311	-1.81577	0
520	56	1	56.0089	0.0178552	0
530	117	7	117.209	0.0597578	0
540	176	12	176.409	0.0680765	0
550	236	18	236.685	0.0761238	0
560	295	23	295.895	0.0778087	0
570	354	28	355.106	0.0789317	0
580	412	33	413.319	0.0799265	0
590	471	39	472.612	0.0826141	0
600	532	44	533.816	0.082519	0
SourceAmp:	474	MinSinkAmp:	510	MinMagnitude:	4.12311

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-57	-9	57.7062	-2.98499	0
501	-52	-8	52.6118	-2.98894	0
502	-46	-7	46.5296	-2.99058	0
503	-41	-7	41.5933	-2.97249	0
504	-35	-6	35.5106	-2.97181	0
505	-29	-6	29.6142	-2.93757	0
506	-23	-5	23.5372	-2.92753	0
507	-17	-5	17.72	-2.85554	0
508	-12	-4	12.6491	-2.81984	0
509	-6	-4	7.2111	-2.55359	0
510	-1	-4	4.12311	-1.81577	0
511	5	-3	5.83095	-0.54042	0
512	11	-2	11.1803	-0.179853	0
513	17	-2	17.1172	-0.117109	0
514	23	-1	23.0217	-0.0434509	0
515	29	-1	29.0172	-0.0344691	0
516	34	0	34	0	0
517	39	0	39	0	0
518	45	1	45.0111	0.0222186	0
519	51	1	51.0098	0.0196053	0
520	57	2	57.0351	0.0350733	0
SourceAmp:	474	MinSinkAmp:	510	MinMagnitude:	4.12311

