Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2385	-237	2396.75	-3.04255	0
100	-2344	-225	2354.77	-3.0459	0
200	-1804	-171	1812.09	-3.04709	0
300	-1205	-113	1210.29	-3.04809	0
400	-601	-55	603.511	-3.05033	0
500	-1	2	2.23607	2.03444	0
600	599	57	601.706	0.0948729	0
700	1204	111	1209.11	0.0919328	0
800	1809	166	1816.6	0.0915071	0
900	2406	221	2416.13	0.0915967	0
1000	3007	277	3019.73	0.0918591	0
SourceAmp:	475	MinSinkAmp:	500	MinMagnitude:	2.23607

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-594	-55	596.541	-3.04926	0
410	-539	-49	541.223	-3.05093	0
420	-479	-43	480.926	-3.05206	0
430	-420	-38	421.716	-3.05136	0
440	-358	-32	359.427	-3.05244	0
450	-299	-26	300.128	-3.05485	0
460	-239	-20	239.835	-3.05811	0
470	-179	-15	179.627	-3.05799	0
480	-119	-9	119.34	-3.06611	0
490	-60	-3	60.075	-3.09163	0
500	0	2	2	1.5708	0
510	60	8	60.531	0.132552	0
520	119	13	119.708	0.108812	0
530	180	19	181	0.105166	0
540	238	24	239.207	0.100501	0
550	299	30	300.501	0.0999998	0
560	359	35	360.702	0.0971859	0
570	420	41	421.996	0.0973107	0
580	478	46	480.208	0.0959389	0
590	539	52	541.503	0.0961773	0
600	601	57	603.697	0.0945591	0
SourceAmp:	475	MinSinkAmp:	500	MinMagnitude:	2

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-58	-3	58.0775	-3.08991	0
491	-53	-3	53.0848	-3.08505	0
492	-48	-2	48.0416	-3.09995	0
493	-42	-1	42.0119	-3.11779	0
494	-36	-1	36.0139	-3.11382	0
495	-30	0	30	3.14159	0
496	-23	0	23	3.14159	0
497	-17	1	17.0294	3.08284	0
498	-11	2	11.1803	2.96174	0
499	-5	2	5.38516	2.76109	0
500	1	3	3.16228	1.24905	0
501	7	3	7.61577	0.404892	0
502	13	4	13.6015	0.298499	0
503	19	4	19.4165	0.207496	0
504	25	5	25.4951	0.197396	0
505	31	6	31.5753	0.191184	0
506	37	6	37.4833	0.160763	0
507	43	7	43.566	0.161375	0
508	48	7	48.5077	0.144812	0
509	54	8	54.5894	0.147078	0
510	60	8	60.531	0.132552	0
SourceAmp:	475	MinSinkAmp:	500	MinMagnitude:	3.16228

