Amp	Real	Quad	Magnitude	Phase	Overflow
0	-492	65	496.275	3.01024	0
100	-249	669	713.836	1.92711	0
200	-7	1276	1276.02	1.57628	0
300	233	1882	1896.37	1.44762	0
400	480	2454	2500.5	1.37764	0
500	756	2933	3028.87	1.31853	0
600	1074	3316	3485.59	1.25757	0
700	1401	3660	3918.98	1.20522	0
800	1746	3975	4341.56	1.15692	0
900	2095	4284	4768.82	1.11596	0
1000	2452	4579	5194.18	1.07916	0
SourceAmp:	2	MinSinkAmp:	0	MinMagnitude:	496.275

Amp	Real	Quad	Magnitude	Phase	Overflow
0	586	-399	708.941	-0.597783	0
10	-468	126	484.665	2.8786	0
20	-444	185	481	2.7468	0
30	-420	245	486.236	2.61352	0
40	-394	307	499.485	2.47967	0
50	-370	367	521.142	2.36027	0
60	-347	426	549.441	2.25435	0
70	-323	486	583.545	2.15737	0
80	-296	549	623.712	2.06528	0
90	-272	609	666.982	1.99085	0
100	-249	669	713.836	1.92711	0
110	-225	729	762.933	1.87016	0
120	-198	791	815.405	1.81607	0
130	-176	851	869.009	1.77474	0
140	-153	911	923.759	1.73719	0
150	-127	974	982.245	1.70045	0
160	-101	1036	1040.91	1.66798	0
170	-79	1095	1097.85	1.64282	0
180	-55	1156	1157.31	1.61834	0
190	-30	1217	1217.37	1.59544	0
200	-4	1278	1278.01	1.57393	0
SourceAmp:	2	MinSinkAmp:	20	MinMagnitude:	481

Amp	Real	Quad	Magnitude	Phase	Overflow
10	-468	126	484.665	2.8786	0
11	-467	131	485.026	2.86811	0
12	-464	135	483.24	2.85846	0
13	-461	142	482.374	2.84279	0
14	-459	148	482.271	2.82968	0
15	-457	154	482.25	2.81656	0
16	-454	162	482.037	2.79885	0
17	-450	169	480.688	2.78234	0
18	-449	174	481.536	2.77188	0
19	-446	179	480.58	2.75993	0
20	-444	185	481	2.7468	0
21	-441	192	480.983	2.73097	0
22	-440	197	482.088	2.72063	0
23	-437	203	481.849	2.70672	0
24	-434	210	482.137	2.69093	0
25	-431	217	482.545	2.67516	0
26	-430	221	483.468	2.66684	0
27	-428	228	484.941	2.65212	0
28	-425	233	484.679	2.64011	0
29	-421	240	484.604	2.62347	0
30	-421	244	486.597	2.61633	0
SourceAmp:	2	MinSinkAmp:	19	MinMagnitude:	480.58

