Amp	Real	Quad	Magnitude	Phase	Overflow
0	254	-261	364.194	-0.79899	0
100	578	-155	598.422	-0.262002	0
200	1215	-300	1251.49	-0.242072	0
300	1786	-297	1810.53	-0.164785	0
400	2326	-203	2334.84	-0.0870537	0
500	2861	-41	2861.29	-0.0143297	0
600	3398	128	3400.41	0.0376514	0
700	3941	298	3952.25	0.0754717	0
800	4556	348	4569.27	0.0762348	0
900	5222	314	5231.43	0.0600579	0
1000	5960	210	5963.7	0.0352203	0
SourceAmp:	19	MinSinkAmp:	0	MinMagnitude:	364.194

Amp	Real	Quad	Magnitude	Phase	Overflow
0	68	-73	99.7647	-0.820844	0
10	-14	1	14.0357	3.07029	0
20	49	-17	51.8652	-0.333945	0
30	113	-34	118.004	-0.292268	0
40	178	-51	185.162	-0.279041	0
50	243	-69	252.606	-0.276668	0
60	307	-86	318.818	-0.27313	0
70	372	-103	385.996	-0.270115	0
80	438	-120	454.141	-0.267411	0
90	504	-138	522.551	-0.267259	0
100	569	-155	589.734	-0.265955	0
110	634	-171	656.656	-0.263447	0
120	700	-188	724.806	-0.26238	0
130	766	-205	792.957	-0.261496	0
140	829	-221	857.952	-0.260527	0
150	896	-237	926.814	-0.258587	0
160	961	-253	993.745	-0.257426	0
170	1025	-269	1059.71	-0.256651	0
180	1088	-284	1124.46	-0.255332	0
190	1152	-299	1190.17	-0.253945	0
200	1214	-313	1253.7	-0.25233	0
SourceAmp:	19	MinSinkAmp:	10	MinMagnitude:	14.0357

Amp	Real	Quad	Magnitude	Phase	Overflow
0	-15	-32	35.3412	-2.00913	0
1	-71	17	73.0068	2.90658	0
2	-64	15	65.7343	2.91137	0
3	-58	13	59.439	2.9211	0
4	-52	11	53.1507	2.93313	0
5	-46	10	47.0744	2.92753	0
6	-39	8	39.8121	2.93927	0
7	-33	6	33.541	2.96174	0
8	-27	5	27.4591	2.95848	0
9	-21	3	21.2132	2.9997	0
10	-14	1	14.0357	3.07029	0
11	-8	-1	8.06226	-3.01724	0
12	-3	-2	3.60555	-2.55359	0
13	4	-4	5.65685	-0.785398	0
14	11	-6	12.53	-0.499347	0
15	17	-8	18.7883	-0.439843	0
16	24	-10	26	-0.394791	0
17	31	-11	32.8938	-0.340979	0
18	37	-13	39.2173	-0.337878	0
19	44	-15	46.4866	-0.328553	0
20	49	-17	51.8652	-0.333945	0
SourceAmp:	19	MinSinkAmp:	12	MinMagnitude:	3.60555

