Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
100	0	0	0	0	0
200	-1	-1	1.41421	-2.35619	0
300	0	0	0	0	0
400	0	0	0	0	0
500	0	0	0	0	0
600	0	0	0	0	0
700	-1	-1	1.41421	-2.35619	0
800	0	-1	1	-1.5708	0
900	0	0	0	0	0
1000	0	0	0	0	0
SourceAmp:	332	MinSinkAmp:	100	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
10	-1	0	1	3.14159	0
20	0	-1	1	-1.5708	0
30	-1	0	1	3.14159	0
40	0	0	0	0	0
50	-1	0	1	3.14159	0
60	0	0	0	0	0
70	0	-1	1	-1.5708	0
80	-1	0	1	3.14159	0
90	0	0	0	0	0
100	0	0	0	0	0
110	0	0	0	0	0
120	0	0	0	0	0
130	-1	0	1	3.14159	0
140	0	-1	1	-1.5708	0
150	0	0	0	0	0
160	0	-1	1	-1.5708	0
170	-1	-1	1.41421	-2.35619	0
180	0	0	0	0	0
190	0	0	0	0	0
200	-1	0	1	3.14159	0
SourceAmp:	332	MinSinkAmp:	40	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
30	0	0	0	0	0
31	0	0	0	0	0
32	-1	0	1	3.14159	0
33	0	0	0	0	0
34	0	0	0	0	0
35	-1	-1	1.41421	-2.35619	0
36	0	-1	1	-1.5708	0
37	0	-1	1	-1.5708	0
38	0	0	0	0	0
39	0	0	0	0	0
40	0	0	0	0	0
41	0	0	0	0	0
42	-1	-1	1.41421	-2.35619	0
43	-1	-1	1.41421	-2.35619	0
44	0	0	0	0	0
45	0	0	0	0	0
46	0	0	0	0	0
47	0	0	0	0	0
48	0	0	0	0	0
49	0	0	0	0	0
50	0	0	0	0	0
SourceAmp:	332	MinSinkAmp:	30	MinMagnitude:	0

