Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
100	0	0	0	0	0
200	0	-1	1	-1.5708	0
300	-1	0	1	3.14159	0
400	-1	-1	1.41421	-2.35619	0
500	0	0	0	0	0
600	0	-1	1	-1.5708	0
700	0	0	0	0	0
800	-1	-1	1.41421	-2.35619	0
900	0	0	0	0	0
1000	-1	-1	1.41421	-2.35619	0
SourceAmp:	11	MinSinkAmp:	100	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
10	-1	0	1	3.14159	0
20	-1	0	1	3.14159	0
30	-1	-1	1.41421	-2.35619	0
40	0	-1	1	-1.5708	0
50	-1	0	1	3.14159	0
60	0	-1	1	-1.5708	0
70	-1	0	1	3.14159	0
80	0	-1	1	-1.5708	0
90	0	0	0	0	0
100	-1	0	1	3.14159	0
110	0	-1	1	-1.5708	0
120	-1	0	1	3.14159	0
130	0	-1	1	-1.5708	0
140	-1	-1	1.41421	-2.35619	0
150	-1	-1	1.41421	-2.35619	0
160	0	0	0	0	0
170	0	0	0	0	0
180	-1	-1	1.41421	-2.35619	0
190	0	-1	1	-1.5708	0
200	0	-1	1	-1.5708	0
SourceAmp:	11	MinSinkAmp:	90	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
80	-1	-1	1.41421	-2.35619	0
81	0	-1	1	-1.5708	0
82	-1	0	1	3.14159	0
83	-1	0	1	3.14159	0
84	0	-1	1	-1.5708	0
85	0	0	0	0	0
86	-1	-1	1.41421	-2.35619	0
87	-1	-1	1.41421	-2.35619	0
88	0	-1	1	-1.5708	0
89	0	-1	1	-1.5708	0
90	-1	-1	1.41421	-2.35619	0
91	-1	-1	1.41421	-2.35619	0
92	0	0	0	0	0
93	-1	0	1	3.14159	0
94	-1	-1	1.41421	-2.35619	0
95	0	0	0	0	0
96	0	-1	1	-1.5708	0
97	0	0	0	0	0
98	-1	0	1	3.14159	0
99	-1	-1	1.41421	-2.35619	0
100	-1	0	1	3.14159	0
SourceAmp:	11	MinSinkAmp:	85	MinMagnitude:	0

