Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2554	-146	2558.17	-3.08449	0
100	-2144	272	2161.18	3.0154	0
200	-1684	341	1718.18	2.9418	0
300	-1117	250	1144.63	2.92141	0
400	-481	114	494.325	2.90888	0
500	182	-30	184.456	-0.163366	0
600	854	-171	870.952	-0.197621	0
700	1527	-309	1557.95	-0.199661	0
800	2190	-436	2232.98	-0.196517	0
900	2814	-539	2865.16	-0.18925	0
1000	3376	-521	3415.97	-0.153117	0
SourceAmp:	500	MinSinkAmp:	500	MinMagnitude:	184.456

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-37	-289	291.359	-1.69813	0
410	-416	103	428.562	2.89888	0
420	-351	88	361.863	2.89594	0
430	-284	74	293.483	2.8867	0
440	-218	59	225.843	2.87728	0
450	-154	44	160.162	2.86329	0
460	-87	29	91.7061	2.81984	0
470	-21	15	25.807	2.52134	0
480	46	0	46	0	0
490	112	-14	112.872	-0.124355	0
500	179	-29	181.334	-0.160616	0
510	245	-43	248.745	-0.173741	0
520	312	-58	317.345	-0.183799	0
530	380	-72	386.761	-0.187254	0
540	445	-86	453.234	-0.190905	0
550	513	-101	522.848	-0.194395	0
560	581	-115	592.272	-0.195409	0
570	650	-130	662.873	-0.197396	0
580	715	-144	729.357	-0.19874	0
590	783	-158	798.782	-0.199114	0
600	852	-173	869.387	-0.200328	0
SourceAmp:	500	MinSinkAmp:	470	MinMagnitude:	25.807

Amp	Real	Quad	Magnitude	Phase	Overflow
460	-72	20	74.7262	2.87065	0
461	-80	28	84.7585	2.80492	0
462	-73	27	77.8332	2.78733	0
463	-66	25	70.5762	2.77951	0
464	-59	24	63.6946	2.75526	0
465	-53	22	57.3847	2.74814	0
466	-47	21	51.4782	2.7214	0
467	-40	19	44.2832	2.69814	0
468	-35	18	39.3573	2.66658	0
469	-28	16	32.249	2.62245	0
470	-21	15	25.807	2.52134	0
471	-14	13	19.105	2.39321	0
472	-7	12	13.8924	2.09887	0
473	0	10	10	1.5708	0
474	7	9	11.4018	0.909753	0
475	13	8	15.2643	0.551655	0
476	19	6	19.9249	0.305879	0
477	26	5	26.4764	0.189988	0
478	33	3	33.1361	0.0906599	0
479	39	2	39.0512	0.0512372	0
480	47	0	47	0	0
SourceAmp:	500	MinSinkAmp:	473	MinMagnitude:	10

