OffsetValue	AccumulatedValue	Overflow
-300	-121172
-200	-24067
-100	73405
0	171014
100	268373
200	365471
300	462120

-100	73433
-90	83343
-80	93114
-70	102824
-60	112674
-50	122445
-40	132126
-30	141996
-20	151655
-10	161448
0	171180
10	181020
20	190595
30	200395
40	210254
50	219877
60	229648
70	239433
80	249106
90	258766
100	268609

0	171187
1	172221
2	173197
3	174179
4	175167
5	176085
6	177086
7	178124
8	179105
9	180029
10	181026
11	181941
12	182981
13	183943
14	184967
15	185913
16	186765
17	187761
18	188749
19	189693
20	190677
GNDAccumulatedData	185528	MinAccumulatedData	185913	MinDCOffsetValue	15
