OffsetValue	AccumulatedValue	Overflow
-300	-44403
-200	28311
-100	89129
0	153402
100	216287
200	277195
300	349580

-100	89118
-90	95788
-80	102229
-70	108793
-60	115378
-50	121809
-40	128162
-30	134533
-20	140878
-10	147150
0	153375
10	159584
20	165765
30	171996
40	178241
50	184524
60	190752
70	197140
80	203493
90	209829
100	216251

-10	147116
-9	147750
-8	148391
-7	149029
-6	149657
-5	150203
-4	150867
-3	151524
-2	152138
-1	152807
0	153411
1	154015
2	154723
3	155294
4	155872
5	156509
6	157125
7	157701
8	158313
9	158948
10	159644
GNDAccumulatedData	155754	MinAccumulatedData	155872	MinDCOffsetValue	4
