OffsetValue	AccumulatedValue	Overflow
-300	36474
-200	101386
-100	152135
0	181287
100	200952
200	247870
300	309432

-100	152105
-90	156274
-80	160181
-70	163951
-60	167401
-50	170704
-40	173747
-30	176508
-20	178953
-10	180777
0	181294
10	181485
20	181744
30	181917
40	182549
50	184606
60	187310
70	190399
80	193725
90	197202
100	200968

-20	178904
-19	179092
-18	179298
-17	179502
-16	179671
-15	179863
-14	180079
-13	180244
-12	180478
-11	180616
-10	180747
-9	180919
-8	180988
-7	181076
-6	181121
-5	181125
-4	181178
-3	181157
-2	181215
-1	181261
0	181252
GNDAccumulatedData	179883	MinAccumulatedData	179863	MinDCOffsetValue	-15
