128	0	161	114	8	86
128	1	104	12	242	59
128	2	15	130	0	242
128	3	7	129	0	223
128	4	2	241	1	42
128	5	5	9	0	252
128	6	11	120	0	121
128	7	74	6	248	107
128	8	183	226	4	177
128	9	243	252	0	169
128	10	251	189	0	64
128	11	254	20	0	32
128	12	254	145	0	28
128	13	253	154	0	49
128	14	250	143	0	111
128	15	240	225	1	47
