0	0	21107.0	-2040.0
1	1	27548.0	3534.0
2	0	21702.0	-2096.0
3	0	2363.0	-244.0
4	0	875.0	-89.0
5	0	341.0	-36.0
6	0	134.0	-13.0
7	0	53.0	-5.0
8	0	31.0	-2.0
9	0	17.0	-1.0
10	0	12.0	-2.0
11	0	53.0	-5.0
12	0	135.0	-13.0
13	0	352.0	-34.0
14	0	863.0	-82.0
15	0	2436.0	-231.0
0	0	23005.0	-2117.0
1	1	-30233.0	2682.0
2	1	-28431.0	2741.0
3	0	23768.0	-2454.0
4	0	3184.0	-334.0
5	0	1239.0	-133.0
6	0	478.0	-49.0
7	0	186.0	-20.0
8	0	70.0	-7.0
9	0	40.0	-4.0
10	0	37.0	-3.0
11	0	74.0	-7.0
12	0	183.0	-16.0
13	0	474.0	-44.0
14	0	1174.0	-107.0
15	0	3306.0	-299.0
0	0	23992.0	-2265.0
1	0	-27441.0	2402.0
2	0	-5691.0	500.0
3	0	-14140.0	1258.0
4	0	11809.0	-1008.0
5	0	1648.0	-143.0
6	0	636.0	-52.0
7	0	248.0	-22.0
8	0	94.0	-8.0
9	0	50.0	-4.0
10	0	44.0	-4.0
11	0	84.0	-8.0
12	0	208.0	-19.0
13	0	540.0	-53.0
14	0	1337.0	-126.0
15	0	3765.0	-357.0
0	0	24026.0	-2269.0
1	0	-27309.0	2401.0
2	0	-5329.0	492.0
3	0	-5442.0	546.0
4	1	-25503.0	2503.0
5	1	24820.0	-2498.0
6	0	3891.0	-373.0
7	0	1503.0	-154.0
8	0	559.0	-57.0
9	0	249.0	-27.0
10	0	113.0	-11.0
11	0	112.0	-12.0
12	0	219.0	-20.0
13	0	546.0	-53.0
14	0	1345.0	-127.0
15	0	3784.0	-358.0
0	0	24141.0	-2286.0
1	0	-26983.0	2370.0
2	0	-4380.0	397.0
3	0	-2947.0	291.0
4	0	-4289.0	416.0
5	1	-24779.0	2409.0
6	1	25117.0	-2325.0
7	0	3839.0	-375.0
8	0	1430.0	-143.0
9	0	618.0	-62.0
10	0	239.0	-25.0
11	0	164.0	-16.0
12	0	241.0	-23.0
13	0	561.0	-55.0
14	0	1367.0	-130.0
15	0	3838.0	-364.0
0	0	24183.0	-2293.0
1	0	-26863.0	2360.0
2	0	-4034.0	366.0
3	0	-2037.0	205.0
4	0	-1967.0	206.0
5	0	-3992.0	424.0
6	1	-24969.0	2438.0
7	1	24887.0	-2504.0
8	0	3700.0	-387.0
9	0	1586.0	-168.0
10	0	570.0	-63.0
11	0	293.0	-31.0
12	0	292.0	-29.0
13	0	584.0	-58.0
14	0	1380.0	-132.0
15	0	3860.0	-367.0
0	0	24200.0	-2296.0
1	0	-26817.0	2356.0
2	0	-3904.0	351.0
3	0	-1695.0	166.0
4	0	-1096.0	112.0
5	0	-1679.0	176.0
6	0	-3949.0	391.0
7	1	-24997.0	2460.0
8	1	24579.0	-2440.0
9	0	4178.0	-418.0
10	0	1472.0	-154.0
11	0	643.0	-66.0
12	0	419.0	-43.0
13	0	635.0	-63.0
14	0	1401.0	-134.0
15	0	3875.0	-369.0
0	0	24213.0	-2297.0
1	0	-26797.0	2353.0
2	0	-3852.0	346.0
3	0	-1562.0	153.0
4	0	-756.0	76.0
5	0	-773.0	81.0
6	0	-1566.0	157.0
7	0	-3920.0	385.0
8	1	-24568.0	2385.0
9	1	26939.0	-2663.0
10	0	3804.0	-389.0
11	0	1563.0	-157.0
12	0	762.0	-81.0
13	0	768.0	-78.0
14	0	1450.0	-140.0
15	0	3897.0	-371.0
0	0	24230.0	-2300.0
1	0	-26783.0	2352.0
2	0	-3830.0	343.0
3	0	-1510.0	147.0
4	0	-625.0	61.0
5	0	-427.0	45.0
6	0	-651.0	65.0
7	0	-1532.0	150.0
8	0	-3806.0	365.0
9	1	-26825.0	2560.0
10	1	24537.0	-2435.0
11	0	3968.0	-384.0
12	0	1670.0	-175.0
13	0	1118.0	-116.0
14	0	1576.0	-153.0
15	0	3949.0	-377.0
0	0	24270.0	-2304.0
1	0	-26763.0	2349.0
2	0	-3816.0	342.0
3	0	-1488.0	144.0
4	0	-573.0	56.0
5	0	-293.0	30.0
6	0	-297.0	31.0
7	0	-593.0	61.0
8	0	-1437.0	143.0
9	0	-4128.0	409.0
10	1	-24365.0	2379.0
11	1	25135.0	-2343.0
12	0	3968.0	-412.0
13	0	2008.0	-211.0
14	0	1897.0	-187.0
15	0	4081.0	-392.0
0	0	24373.0	-2314.0
1	0	-26715.0	2341.0
2	0	-3794.0	339.0
3	0	-1473.0	143.0
4	0	-551.0	54.0
5	0	-241.0	25.0
6	0	-162.0	17.0
7	0	-243.0	28.0
8	0	-546.0	61.0
9	0	-1557.0	171.0
10	0	-3656.0	410.0
11	1	-24653.0	2457.0
12	1	24753.0	-2564.0
13	0	4304.0	-469.0
14	0	2726.0	-280.0
15	0	4421.0	-431.0
0	0	24653.0	-2338.0
1	0	-26590.0	2326.0
2	0	-3741.0	333.0
3	0	-1450.0	141.0
4	0	-537.0	52.0
5	0	-220.0	22.0
6	0	-112.0	12.0
7	0	-112.0	12.0
8	0	-216.0	23.0
9	0	-596.0	63.0
10	0	-1397.0	149.0
11	0	-3731.0	361.0
12	1	-24648.0	2361.0
13	1	25519.0	-2531.0
14	0	4973.0	-484.0
15	0	5344.0	-517.0
0	0	25366.0	-2399.0
1	0	-26274.0	2285.0
2	0	-3610.0	320.0
3	0	-1397.0	134.0
4	0	-515.0	50.0
5	0	-205.0	21.0
6	0	-90.0	9.0
7	0	-59.0	7.0
8	0	-83.0	9.0
9	0	-220.0	24.0
10	0	-507.0	54.0
11	0	-1361.0	132.0
12	0	-3559.0	333.0
13	1	-24229.0	2333.0
14	1	24801.0	-2369.0
15	0	7694.0	-739.0
0	0	27258.0	-2565.0
1	0	-25431.0	2174.0
2	0	-3260.0	282.0
3	0	-1261.0	119.0
4	0	-464.0	44.0
5	0	-183.0	18.0
6	0	-75.0	8.0
7	0	-37.0	5.0
8	0	-33.0	4.0
9	0	-77.0	9.0
10	0	-179.0	20.0
11	0	-472.0	48.0
12	0	-1245.0	120.0
13	0	-3278.0	320.0
14	0	-22539.0	2144.0
15	1	28831.0	-2792.0
0	1	-28319.0	-3425.0
1	0	-23257.0	1902.0
2	0	-2360.0	190.0
3	0	-911.0	80.0
4	0	-334.0	30.0
5	0	-132.0	12.0
6	0	-53.0	5.0
7	0	-22.0	3.0
8	0	-12.0	1.0
9	0	-23.0	3.0
10	0	-50.0	6.0
11	0	-131.0	13.0
12	0	-340.0	34.0
13	0	-895.0	88.0
