128	0	161	63	8	84
128	1	103	234	242	77
128	2	13	133	0	181
128	3	7	59	0	162
128	4	1	20	0	213
128	5	0	225	0	105
128	6	0	221	0	92
128	7	1	185	0	130
128	8	4	63	0	168
128	9	11	211	0	132
128	10	72	109	248	129
128	11	181	132	4	184
128	12	244	68	0	190
128	13	249	157	0	113
128	14	249	30	0	135
128	15	240	73	1	56
