128	0	166	104	8	142
129	1	135	172	245	88
128	2	231	89	0	130
128	3	255	216	255	188
128	4	255	240	255	230
128	5	255	250	255	247
128	6	255	252	255	251
128	7	255	253	255	255
128	8	255	251	255	255
128	9	255	245	0	0
128	10	255	230	0	3
128	11	255	186	0	7
128	12	255	77	0	18
128	13	254	40	0	49
128	14	251	117	0	119
128	15	243	50	1	74
