OffsetValue	AccumulatedValue	Overflow
-300	-127589
-200	-30162
-100	67573
0	165398
100	263168
200	360901
300	458199

-100	67679
-90	77476
-80	87209
-70	96953
-60	106842
-50	116598
-40	126296
-30	136195
-20	145958
-10	155666
0	165463
10	175409
20	185025
30	194778
40	204710
50	214422
60	224123
70	234037
80	243711
90	253438
100	263263

0	165424
1	166444
2	167440
3	168456
4	169460
5	170411
6	171341
7	172405
8	173387
9	174329
10	175323
11	176341
12	177318
13	178254
14	179299
15	180234
16	181137
17	182139
18	183089
19	184062
20	185020
GNDAccumulatedData	175039	MinAccumulatedData	175323	MinDCOffsetValue	10
