OffsetValue	AccumulatedValue	Overflow
-300	-101504
-200	-16638
-100	68965
0	154727
100	240526
200	325995
300	410530

-100	68945
-90	77661
-80	86173
-70	94569
-60	103342
-50	111895
-40	120231
-30	129041
-20	137608
-10	145888
0	154733
10	163529
20	171853
30	180384
40	189205
50	197557
60	206118
70	214891
80	223292
90	231807
100	240523

0	154711
1	155572
2	156464
3	157343
4	158223
5	159109
6	160004
7	160886
8	161754
9	162637
10	163541
11	164421
12	165306
13	166185
14	167057
15	167945
16	168408
17	169293
18	170155
19	170998
20	171875
GNDAccumulatedData	162446	MinAccumulatedData	162637	MinDCOffsetValue	9
