Amp	Real	Quad	Magnitude	Phase	Overflow
0	-3015	-97	3016.56	-3.10943	0
100	-2932	30	2932.15	3.13136	0
200	-2718	105	2720.03	3.10298	0
300	-2091	83	2092.65	3.10192	0
400	-1422	54	1423.02	3.10364	0
500	-751	26	751.45	3.10699	0
600	-68	-1	68.0074	-3.12689	0
700	616	-27	616.591	-0.0438031	0
800	1297	-51	1298	-0.0393013	0
900	1982	-74	1983.38	-0.0373187	0
1000	2669	-98	2670.8	-0.0367014	0
SourceAmp:	575	MinSinkAmp:	600	MinMagnitude:	68.0074

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-677	12	677.106	3.12387	0
510	-680	23	680.389	3.10778	0
520	-612	20	612.327	3.10892	0
530	-542	18	542.299	3.10839	0
540	-475	15	475.237	3.11002	0
550	-407	12	407.177	3.11212	0
560	-338	9	338.12	3.11497	0
570	-269	7	269.091	3.11558	0
580	-203	4	203.039	3.12189	0
590	-134	1	134.004	3.13413	0
600	-65	-1	65.0077	-3.12621	0
610	3	-4	5	-0.927295	0
620	70	-6	70.2567	-0.0855053	0
630	139	-9	139.291	-0.0646579	0
640	207	-12	207.348	-0.0579062	0
650	275	-15	275.409	-0.0544915	0
660	343	-17	343.421	-0.0495222	0
670	412	-20	412.485	-0.0485056	0
680	481	-22	481.503	-0.0457062	0
690	548	-25	548.57	-0.0455888	0
700	617	-27	617.59	-0.0437322	0
SourceAmp:	575	MinSinkAmp:	610	MinMagnitude:	5

Amp	Real	Quad	Magnitude	Phase	Overflow
600	-61	-2	61.0328	-3.10882	0
601	-58	-2	58.0345	-3.10712	0
602	-51	-2	51.0392	-3.1024	0
603	-44	-2	44.0454	-3.09617	0
604	-38	-2	38.0526	-3.08901	0
605	-31	-3	31.1448	-3.04512	0
606	-24	-3	24.1868	-3.01724	0
607	-17	-3	17.2627	-2.96692	0
608	-11	-3	11.4018	-2.87534	0
609	-4	-4	5.65685	-2.35619	0
610	3	-4	5	-0.927295	0
611	10	-4	10.7703	-0.380506	0
612	16	-5	16.7631	-0.302885	0
613	23	-5	23.5372	-0.214061	0
614	29	-5	29.4279	-0.170735	0
615	36	-5	36.3456	-0.138006	0
616	43	-5	43.2897	-0.115759	0
617	50	-6	50.3587	-0.119429	0
618	57	-6	57.3149	-0.104877	0
619	64	-6	64.2806	-0.0934768	0
620	70	-6	70.2567	-0.0855053	0
SourceAmp:	575	MinSinkAmp:	610	MinMagnitude:	5

