Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2997	-97	2998.57	-3.10924	0
100	-2918	33	2918.19	3.13028	0
200	-2672	101	2673.91	3.10381	0
300	-2047	81	2048.6	3.10204	0
400	-1374	53	1375.02	3.10304	0
500	-695	25	695.449	3.10564	0
600	-6	-2	6.32456	-2.81984	0
700	685	-27	685.532	-0.0393957	0
800	1372	-52	1372.99	-0.0378827	0
900	2062	-76	2063.4	-0.0368407	0
1000	2755	-99	2756.78	-0.0359192	0
SourceAmp:	616	MinSinkAmp:	600	MinMagnitude:	6.32456

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-629	13	629.134	3.12093	0
510	-624	23	624.424	3.10475	0
520	-557	20	557.359	3.1057	0
530	-486	17	486.297	3.10663	0
540	-418	14	418.234	3.10811	0
550	-349	12	349.206	3.10722	0
560	-279	9	279.145	3.10935	0
570	-210	6	210.086	3.11303	0
580	-144	4	144.056	3.11382	0
590	-74	1	74.0068	3.12808	0
600	-4	-2	4.47214	-2.67795	0
610	65	-4	65.123	-0.061461	0
620	133	-7	133.184	-0.0525831	0
630	203	-10	203.246	-0.0492213	0
640	272	-12	272.265	-0.0440891	0
650	341	-15	341.33	-0.0439599	0
660	410	-18	410.395	-0.0438743	0
670	479	-20	479.417	-0.0417294	0
680	549	-23	549.482	-0.0418699	0
690	618	-26	618.547	-0.0420464	0
700	686	-28	686.571	-0.0407937	0
SourceAmp:	616	MinSinkAmp:	600	MinMagnitude:	4.47214

Amp	Real	Quad	Magnitude	Phase	Overflow
590	-70	0	70	3.14159	0
591	-67	1	67.0075	3.12667	0
592	-58	0	58	3.14159	0
593	-51	0	51	3.14159	0
594	-45	0	45	3.14159	0
595	-37	0	37	3.14159	0
596	-32	-1	32.0156	-3.11035	0
597	-25	-1	25.02	-3.10161	0
598	-18	-1	18.0278	-3.08609	0
599	-11	-1	11.0454	-3.05093	0
600	-4	-2	4.47214	-2.67795	0
601	4	-2	4.47214	-0.463648	0
602	11	-2	11.1803	-0.179853	0
603	18	-3	18.2483	-0.165149	0
604	24	-3	24.1868	-0.124355	0
605	31	-3	31.1448	-0.0964738	0
606	37	-3	37.1214	-0.0809041	0
607	44	-4	44.1814	-0.0906599	0
608	51	-4	51.1566	-0.0782711	0
609	59	-4	59.1354	-0.067693	0
610	66	-4	66.1211	-0.060532	0
SourceAmp:	616	MinSinkAmp:	600	MinMagnitude:	4.47214

