Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2938	-82	2939.14	-3.11369	0
100	-2889	53	2889.49	3.12325	0
200	-2571	106	2573.18	3.10039	0
300	-1912	82	1913.76	3.09873	0
400	-1223	54	1224.19	3.09747	0
500	-528	25	528.592	3.09428	0
600	173	-2	173.012	-0.0115602	0
700	876	-27	876.416	-0.0308122	0
800	1575	-52	1575.86	-0.0330039	0
900	2279	-76	2280.27	-0.0333356	0
1000	2980	-100	2981.68	-0.0335445	0
SourceAmp:	608	MinSinkAmp:	600	MinMagnitude:	173.012

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-463	14	463.212	3.11136	0
510	-456	23	456.58	3.0912	0
520	-388	20	388.515	3.09009	0
530	-314	17	314.46	3.08751	0
540	-247	14	247.396	3.08497	0
550	-175	12	175.411	3.07313	0
560	-103	9	103.392	3.05444	0
570	-34	6	34.5254	2.96692	0
580	33	4	33.2415	0.120624	0
590	103	1	103.005	0.00970843	0
600	175	-2	175.011	-0.0114281	0
610	247	-4	247.032	-0.0161929	0
620	314	-7	314.078	-0.0222893	0
630	388	-10	388.129	-0.0257675	0
640	457	-12	457.158	-0.0262522	0
650	527	-15	527.213	-0.0284553	0
660	598	-18	598.271	-0.0300912	0
670	667	-20	667.3	-0.029976	0
680	737	-23	737.359	-0.0311975	0
690	810	-26	810.417	-0.0320877	0
700	877	-28	877.447	-0.0319162	0
SourceAmp:	608	MinSinkAmp:	580	MinMagnitude:	33.2415

Amp	Real	Quad	Magnitude	Phase	Overflow
570	-29	5	29.4279	2.97086	0
571	-27	6	27.6586	2.92292	0
572	-21	6	21.8403	2.86329	0
573	-14	5	14.8661	2.79857	0
574	-7	5	8.60233	2.52134	0
575	0	5	5	1.5708	0
576	7	5	8.60233	0.620249	0
577	14	4	14.5602	0.2783	0
578	22	4	22.3607	0.179853	0
579	29	4	29.2746	0.137066	0
580	34	4	34.2345	0.117109	0
581	41	3	41.1096	0.0730406	0
582	48	3	48.0937	0.0624188	0
583	55	3	55.0818	0.0544915	0
584	62	2	62.0322	0.0322469	0
585	69	2	69.029	0.0289774	0
586	76	2	76.0263	0.0263097	0
587	84	2	84.0238	0.023805	0
588	89	1	89.0056	0.0112355	0
589	97	1	97.0052	0.0103089	0
590	104	1	104.005	0.00961509	0
SourceAmp:	608	MinSinkAmp:	575	MinMagnitude:	5

