0	1	25146.0	4854.0
1	1	-24993.0	-3226.0
2	1	-31069.0	-1858.0
3	0	11510.0	-1110.0
4	0	5228.0	-927.0
5	0	2962.0	-904.0
6	0	1796.0	-876.0
7	0	1205.0	-1224.0
8	0	173.0	164.0
9	0	225.0	699.0
10	0	429.0	98.0
11	0	491.0	-165.0
12	0	499.0	-369.0
13	0	383.0	-556.0
14	0	-7.0	-1001.0
15	0	-330.0	-1374.0
16	0	-5900.0	-6088.0
17	0	467.0	1048.0
18	0	439.0	679.0
19	0	437.0	520.0
20	0	519.0	330.0
21	0	430.0	250.0
22	0	136.0	30.0
23	0	-482.0	-652.0
24	0	181.0	2292.0
25	0	1375.0	1653.0
26	0	1652.0	773.0
27	0	3044.0	556.0
28	0	4705.0	-416.0
29	0	11525.0	-957.0
30	1	-31201.0	-1970.0
31	1	-24996.0	-3423.0
0	1	-24968.0	-3309.0
1	1	25096.0	4759.0
2	1	-24977.0	-2809.0
3	1	-32203.0	-497.0
4	0	14397.0	-561.0
5	0	8332.0	-711.0
6	0	5974.0	-1027.0
7	0	5952.0	-1921.0
8	0	-454.0	373.0
9	0	-1779.0	1065.0
10	0	241.0	157.0
11	0	1185.0	-212.0
12	0	1742.0	-523.0
13	0	1985.0	-779.0
14	0	2295.0	-1209.0
15	0	3126.0	-2040.0
16	0	-2491.0	-2610.0
17	0	-2457.0	1421.0
18	0	-1159.0	683.0
19	0	-316.0	285.0
20	0	478.0	-77.0
21	0	980.0	-356.0
22	0	1581.0	-724.0
23	0	1892.0	-1122.0
24	0	-8.0	266.0
25	0	-1378.0	1200.0
26	0	-454.0	414.0
27	0	1150.0	8.0
28	0	3272.0	-615.0
29	0	9134.0	-1264.0
30	0	23679.0	-2581.0
31	1	-28096.0	-3026.0
0	1	-25750.0	-4989.0
1	1	-24985.0	-3229.0
2	1	25089.0	4704.0
3	1	-24947.0	-2025.0
4	1	-31059.0	388.0
5	0	14952.0	364.0
6	0	8641.0	23.0
7	0	6942.0	-302.0
8	0	105.0	-33.0
9	0	-820.0	37.0
10	0	1482.0	-300.0
11	0	2197.0	-321.0
12	0	2465.0	-366.0
13	0	2310.0	-368.0
14	0	2051.0	-411.0
15	0	2161.0	-428.0
16	0	-12531.0	1072.0
17	0	-928.0	-98.0
18	0	159.0	-256.0
19	0	913.0	-287.0
20	0	1584.0	-354.0
21	0	1801.0	-282.0
22	0	1575.0	-53.0
23	0	635.0	148.0
24	0	862.0	433.0
25	0	1541.0	-317.0
26	0	2511.0	-708.0
27	0	5022.0	-1153.0
28	0	6946.0	-1397.0
29	0	12359.0	-1900.0
30	0	19971.0	-2553.0
31	0	16787.0	-1532.0
0	1	-27599.0	-7917.0
1	1	-28282.0	-2384.0
2	1	-24948.0	-2475.0
3	1	25051.0	4359.0
4	1	-24942.0	-2085.0
5	1	-31721.0	716.0
6	0	14535.0	469.0
7	0	8538.0	563.0
8	0	1103.0	-356.0
9	0	752.0	-660.0
10	0	3078.0	-626.0
11	0	3216.0	-389.0
12	0	2935.0	-264.0
13	0	2279.0	-132.0
14	0	1412.0	82.0
15	0	703.0	614.0
16	0	-16153.0	1862.0
17	0	723.0	-1030.0
18	0	1391.0	-734.0
19	0	1808.0	-498.0
20	0	2108.0	-426.0
21	0	1937.0	-125.0
22	0	990.0	401.0
23	0	-730.0	884.0
24	0	1204.0	501.0
25	0	3515.0	-1016.0
26	0	4039.0	-1064.0
27	0	6106.0	-1321.0
28	0	6792.0	-1239.0
29	0	9316.0	-1404.0
30	0	10078.0	-1416.0
31	0	714.0	450.0
0	1	-30673.0	-12038.0
1	0	22223.0	-3681.0
2	1	-28326.0	-1971.0
3	1	-24947.0	-2533.0
4	1	25028.0	4133.0
5	1	-24926.0	-1240.0
6	1	-31588.0	1573.0
7	0	15419.0	1827.0
8	0	2849.0	-617.0
9	0	2602.0	-1308.0
10	0	5450.0	-859.0
11	0	4753.0	-335.0
12	0	3782.0	-39.0
13	0	2605.0	210.0
14	0	1312.0	601.0
15	0	229.0	1531.0
16	0	-15561.0	2323.0
17	0	1392.0	-1819.0
18	0	1879.0	-1167.0
19	0	2157.0	-684.0
20	0	2190.0	-437.0
21	0	1813.0	24.0
22	0	614.0	791.0
23	0	-1262.0	1481.0
24	0	1260.0	409.0
25	0	3980.0	-1665.0
26	0	4154.0	-1451.0
27	0	5568.0	-1543.0
28	0	5476.0	-1235.0
29	0	6332.0	-1180.0
30	0	4805.0	-785.0
31	0	-3792.0	1753.0
0	1	-32208.0	-12049.0
1	0	15061.0	-3295.0
2	0	22040.0	-1862.0
3	1	-28465.0	-320.0
4	1	-24926.0	-1840.0
5	1	25027.0	4129.0
6	1	-24939.0	-1962.0
7	1	-30462.0	1250.0
8	0	8894.0	-735.0
9	0	8419.0	-1575.0
10	0	10358.0	-1194.0
11	0	6961.0	-743.0
12	0	4273.0	-374.0
13	0	2114.0	38.0
14	0	130.0	517.0
15	0	-1869.0	1762.0
16	0	-12660.0	890.0
17	0	3200.0	-2111.0
18	0	2804.0	-1329.0
19	0	2460.0	-737.0
20	0	1877.0	-372.0
21	0	1099.0	206.0
22	0	-534.0	1073.0
23	0	-2617.0	1729.0
24	0	1159.0	569.0
25	0	4969.0	-1624.0
26	0	4442.0	-1185.0
27	0	4965.0	-1182.0
28	0	4105.0	-815.0
29	0	3826.0	-665.0
30	0	1369.0	-325.0
31	0	-6194.0	1744.0
0	1	29924.0	-16478.0
1	0	11219.0	-4215.0
2	0	14009.0	-2845.0
3	0	21340.0	-1804.0
4	1	-28655.0	-1107.0
5	1	-24951.0	-2554.0
6	1	25041.0	4269.0
7	1	-24920.0	-1249.0
8	1	31021.0	-1108.0
9	0	21570.0	-2638.0
10	0	16642.0	-1285.0
11	0	7920.0	-342.0
12	0	3335.0	289.0
13	0	706.0	821.0
14	0	-1371.0	1525.0
15	0	-3578.0	3358.0
16	0	-8000.0	-403.0
17	0	4173.0	-3283.0
18	0	3017.0	-1840.0
19	0	2222.0	-849.0
20	0	1220.0	-220.0
21	0	307.0	566.0
