Amp	Real	Quad	Magnitude	Phase	Overflow
0	-3001	-96	3002.54	-3.10961	0
100	-2922	30	2922.15	3.13133	0
200	-2683	98	2684.79	3.10508	0
300	-2075	81	2076.58	3.10258	0
400	-1408	54	1409.04	3.10326	0
500	-734	27	734.496	3.10482	0
600	-51	0	51	3.14159	0
700	635	-25	635.492	-0.0393498	0
800	1317	-50	1317.95	-0.0379468	0
900	2001	-74	2002.37	-0.0369647	0
1000	2685	-97	2686.75	-0.0361109	0
SourceAmp:	600	MinSinkAmp:	600	MinMagnitude:	51

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-671	15	671.168	3.11924	0
510	-665	24	665.433	3.10552	0
520	-597	22	597.405	3.10476	0
530	-528	19	528.342	3.10562	0
540	-461	16	461.278	3.1069	0
550	-391	13	391.216	3.10836	0
560	-321	11	321.188	3.10734	0
570	-254	8	254.126	3.11011	0
580	-186	5	186.067	3.11472	0
590	-118	3	118.038	3.11617	0
600	-49	0	49	3.14159	0
610	19	-3	19.2354	-0.156602	0
620	87	-5	87.1436	-0.0574081	0
630	157	-8	157.204	-0.0509114	0
640	225	-10	225.222	-0.0444152	0
650	293	-13	293.288	-0.0443395	0
660	361	-16	361.354	-0.0442923	0
670	430	-18	430.377	-0.041836	0
680	499	-21	499.442	-0.0420593	0
690	569	-23	569.465	-0.0403998	0
700	636	-26	636.531	-0.0408578	0
SourceAmp:	600	MinSinkAmp:	610	MinMagnitude:	19.2354

Amp	Real	Quad	Magnitude	Phase	Overflow
600	-46	-1	46.0109	-3.11986	0
601	-42	0	42	3.14159	0
602	-34	-1	34.0147	-3.11219	0
603	-28	-1	28.0179	-3.10589	0
604	-22	-1	22.0227	-3.09617	0
605	-15	-1	15.0333	-3.07502	0
606	-7	-2	7.28011	-2.86329	0
607	-1	-2	2.23607	-2.03444	0
608	6	-2	6.32456	-0.321751	0
609	13	-2	13.1529	-0.152649	0
610	20	-3	20.2237	-0.14889	0
611	27	-3	27.1662	-0.110657	0
612	33	-3	33.1361	-0.0906599	0
613	40	-3	40.1123	-0.0748598	0
614	47	-4	47.1699	-0.0849018	0
615	54	-4	54.1479	-0.073939	0
616	60	-4	60.1332	-0.0665682	0
617	67	-4	67.1193	-0.0596307	0
618	74	-5	74.1687	-0.067465	0
619	81	-5	81.1542	-0.0616502	0
620	88	-5	88.1419	-0.0567572	0
SourceAmp:	600	MinSinkAmp:	607	MinMagnitude:	2.23607

