Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2999	-92	3000.41	-3.11093	0
100	-2926	34	2926.2	3.12997	0
200	-2667	95	2668.69	3.10599	0
300	-2049	77	2050.45	3.10403	0
400	-1380	50	1380.91	3.10538	0
500	-704	23	704.376	3.10893	0
600	-19	-4	19.4165	-2.9341	0
700	668	-29	668.629	-0.0433859	0
800	1353	-53	1354.04	-0.0391522	0
900	2038	-77	2039.45	-0.0377642	0
1000	2726	-99	2727.8	-0.036301	0
SourceAmp:	600	MinSinkAmp:	600	MinMagnitude:	19.4165

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-640	11	640.095	3.12441	0
510	-635	21	635.347	3.10853	0
520	-568	18	568.285	3.10991	0
530	-497	15	497.226	3.11142	0
540	-430	12	430.167	3.11369	0
550	-360	10	360.139	3.11382	0
560	-291	7	291.084	3.11754	0
570	-222	4	222.036	3.12358	0
580	-155	2	155.013	3.12869	0
590	-87	-1	87.0057	-3.1301	0
600	-17	-4	17.4642	-2.9105	0
610	52	-6	52.345	-0.114877	0
620	120	-9	120.337	-0.0748598	0
630	189	-12	189.381	-0.063407	0
640	257	-14	257.381	-0.0544209	0
650	325	-17	325.444	-0.0522601	0
660	395	-19	395.457	-0.0480642	0
670	464	-22	464.521	-0.0473783	0
680	533	-25	533.586	-0.04687	0
690	602	-27	602.605	-0.0448205	0
700	671	-30	671.67	-0.0446796	0
SourceAmp:	600	MinSinkAmp:	600	MinMagnitude:	17.4642

Amp	Real	Quad	Magnitude	Phase	Overflow
590	-83	-2	83.0241	-3.1175	0
591	-79	-1	79.0063	-3.12894	0
592	-71	-2	71.0282	-3.11343	0
593	-64	-2	64.0312	-3.11035	0
594	-57	-2	57.0351	-3.10652	0
595	-50	-2	50.04	-3.10161	0
596	-44	-3	44.1022	-3.07352	0
597	-37	-3	37.1214	-3.06069	0
598	-30	-3	30.1496	-3.04192	0
599	-23	-3	23.1948	-3.01189	0
600	-16	-4	16.4924	-2.89661	0
601	-10	-4	10.7703	-2.76109	0
602	-2	-4	4.47214	-2.03444	0
603	5	-5	7.07107	-0.785398	0
604	11	-5	12.083	-0.426627	0
605	18	-5	18.6815	-0.270947	0
606	25	-5	25.4951	-0.197396	0
607	31	-6	31.5753	-0.191184	0
608	40	-6	40.4475	-0.14889	0
609	46	-6	46.3897	-0.129703	0
610	52	-6	52.345	-0.114877	0
SourceAmp:	600	MinSinkAmp:	602	MinMagnitude:	4.47214

