Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2935	-81	2936.12	-3.114	0
100	-2895	54	2895.5	3.12294	0
200	-2566	105	2568.15	3.1007	0
300	-1902	79	1903.64	3.10008	0
400	-1216	50	1217.03	3.1005	0
500	-524	22	524.462	3.09963	0
600	176	-4	176.045	-0.0227234	0
700	874	-30	874.515	-0.0343115	0
800	1570	-55	1570.96	-0.0350175	0
900	2270	-79	2271.37	-0.0347877	0
1000	2968	-102	2969.75	-0.0343531	0
SourceAmp:	605	MinSinkAmp:	600	MinMagnitude:	176.045

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-457	10	457.109	3.11971	0
510	-451	19	451.4	3.09949	0
520	-383	17	383.377	3.09724	0
530	-312	14	312.314	3.09675	0
540	-242	11	242.25	3.09617	0
550	-173	9	173.234	3.08962	0
560	-102	6	102.176	3.08284	0
570	-32	3	32.1403	3.04812	0
580	36	1	36.0139	0.0277706	0
590	106	-2	106.019	-0.0188657	0
600	177	-4	177.045	-0.022595	0
610	247	-7	247.099	-0.0283325	0
620	316	-10	316.158	-0.031635	0
630	387	-12	387.186	-0.0309978	0
640	456	-15	456.247	-0.0328829	0
650	527	-17	527.274	-0.0322469	0
660	596	-20	596.335	-0.0335445	0
670	666	-23	666.397	-0.0345208	0
680	736	-25	736.424	-0.0339543	0
690	806	-28	806.486	-0.0347255	0
700	875	-30	875.514	-0.0342723	0
SourceAmp:	605	MinSinkAmp:	570	MinMagnitude:	32.1403

Amp	Real	Quad	Magnitude	Phase	Overflow
560	-97	5	97.1288	3.09009	0
561	-95	6	95.1893	3.07852	0
562	-87	5	87.1436	3.08418	0
563	-80	5	80.1561	3.07917	0
564	-75	5	75.1665	3.07502	0
565	-68	5	68.1836	3.0682	0
566	-60	4	60.1332	3.07502	0
567	-54	4	54.1479	3.06765	0
568	-46	4	46.1736	3.05485	0
569	-39	3	39.1152	3.06482	0
570	-32	3	32.1403	3.04812	0
571	-25	3	25.1794	3.02216	0
572	-19	3	19.2354	2.98499	0
573	-12	3	12.3693	2.89661	0
574	-4	2	4.47214	2.67795	0
575	3	2	3.60555	0.588003	0
576	9	2	9.21954	0.218669	0
577	17	1	17.0294	0.0587558	0
578	24	1	24.0208	0.0416426	0
579	31	1	31.0161	0.0322469	0
580	37	1	37.0135	0.0270204	0
SourceAmp:	605	MinSinkAmp:	575	MinMagnitude:	3.60555

