Amp	Real	Quad	Magnitude	Phase	Overflow
0	-3029	-96	3030.52	-3.10991	0
100	-2935	27	2935.12	3.13239	0
200	-2727	104	2728.98	3.10347	0
300	-2126	89	2127.86	3.09975	0
400	-1462	62	1463.31	3.09921	0
500	-792	35	792.773	3.09743	0
600	-112	9	112.361	3.06141	0
700	571	-16	571.224	-0.0280137	0
800	1250	-40	1250.64	-0.0319891	0
900	1928	-64	1929.06	-0.0331828	0
1000	2611	-87	2612.45	-0.0333082	0
SourceAmp:	575	MinSinkAmp:	600	MinMagnitude:	112.361

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-724	23	724.365	3.10984	0
510	-722	33	722.754	3.09592	0
520	-656	30	656.686	3.09589	0
530	-585	27	585.623	3.09547	0
540	-519	25	519.602	3.09346	0
550	-451	22	451.536	3.09285	0
560	-381	19	381.473	3.09177	0
570	-314	17	314.46	3.08751	0
580	-248	14	248.395	3.0852	0
590	-180	11	180.336	3.08056	0
600	-109	9	109.371	3.05921	0
610	-41	6	41.4367	2.99628	0
620	26	4	26.3059	0.152649	0
630	95	1	95.0053	0.0105259	0
640	163	-2	163.012	-0.0122693	0
650	231	-4	231.035	-0.0173143	0
660	299	-7	299.082	-0.0234071	0
670	367	-9	367.11	-0.0245182	0
680	436	-12	436.165	-0.027516	0
690	505	-15	505.223	-0.0296942	0
700	572	-17	572.253	-0.0297115	0
SourceAmp:	575	MinSinkAmp:	620	MinMagnitude:	26.3059

Amp	Real	Quad	Magnitude	Phase	Overflow
610	-38	6	38.4708	2.98499	0
611	-34	6	34.5254	2.96692	0
612	-29	6	29.6142	2.93757	0
613	-22	5	22.561	2.91812	0
614	-15	5	15.8114	2.81984	0
615	-8	5	9.43398	2.58299	0
616	0	4	4	1.5708	0
617	7	4	8.06226	0.519146	0
618	14	4	14.5602	0.2783	0
619	20	4	20.3961	0.197396	0
620	26	3	26.1725	0.114877	0
621	33	3	33.1361	0.0906599	0
622	40	3	40.1123	0.0748598	0
623	47	3	47.0956	0.0637433	0
624	55	2	55.0364	0.0363476	0
625	61	2	61.0328	0.0327751	0
626	68	2	68.0294	0.0294033	0
627	75	1	75.0067	0.0133325	0
628	80	1	80.0062	0.0124993	0
629	87	1	87.0057	0.0114937	0
630	94	1	94.0053	0.0106379	0
SourceAmp:	575	MinSinkAmp:	616	MinMagnitude:	4

