Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2298	-34	2298.25	-3.1268	0
100	-2282	93	2283.89	3.10086	0
200	-1734	80	1735.84	3.09549	0
300	-1107	51	1108.17	3.09555	0
400	-474	23	474.558	3.09311	0
500	158	-3	158.028	-0.0189851	0
600	794	-29	794.529	-0.0365077	0
700	1433	-53	1433.98	-0.0369685	0
800	2070	-76	2071.39	-0.0366985	0
900	2701	-98	2702.78	-0.0362669	0
1000	3328	-116	3330.02	-0.0348417	0
SourceAmp:	500	MinSinkAmp:	500	MinMagnitude:	158.028

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-376	5	376.033	3.1283	0
410	-407	20	407.491	3.09249	0
420	-345	17	345.419	3.09236	0
430	-282	15	282.399	3.08845	0
440	-219	12	219.329	3.08685	0
450	-156	9	156.259	3.08396	0
460	-93	7	93.2631	3.06647	0
470	-30	4	30.2655	3.00904	0
480	34	1	34.0147	0.0294033	0
490	96	-1	96.0052	-0.0104163	0
500	159	-4	159.05	-0.0251519	0
510	223	-6	223.081	-0.0268993	0
520	285	-9	285.142	-0.0315685	0
530	349	-12	349.206	-0.0343704	0
540	411	-14	411.238	-0.0340501	0
550	476	-17	476.303	-0.0356991	0
560	540	-20	540.37	-0.0370201	0
570	604	-23	604.438	-0.0380611	0
580	666	-25	666.469	-0.0375199	0
590	731	-27	731.498	-0.0369189	0
600	796	-30	796.565	-0.0376706	0
SourceAmp:	500	MinSinkAmp:	470	MinMagnitude:	30.2655

Amp	Real	Quad	Magnitude	Phase	Overflow
460	-88	6	88.2043	3.07352	0
461	-86	7	86.2844	3.06038	0
462	-80	6	80.2247	3.06673	0
463	-74	6	74.2428	3.06069	0
464	-66	6	66.2722	3.05093	0
465	-60	6	60.2993	3.04192	0
466	-54	5	54.231	3.04926	0
467	-48	5	48.2597	3.0378	0
468	-43	5	43.2897	3.02583	0
469	-37	5	37.3363	3.00727	0
470	-31	4	31.257	3.01327	0
471	-24	4	24.3311	2.97644	0
472	-18	4	18.4391	2.92292	0
473	-11	3	11.4018	2.87534	0
474	-4	3	5	2.49809	0
475	3	3	4.24264	0.785398	0
476	8	2	8.24621	0.244979	0
477	15	2	15.1327	0.132552	0
478	21	2	21.095	0.0949517	0
479	28	2	28.0713	0.0713075	0
480	35	1	35.0143	0.0285637	0
SourceAmp:	500	MinSinkAmp:	475	MinMagnitude:	4.24264

