Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2355	-49	2355.51	-3.12079	0
100	-2367	80	2368.35	3.10781	0
200	-1869	76	1870.54	3.10095	0
300	-1259	47	1259.88	3.10428	0
400	-639	20	639.313	3.1103	0
500	-22	-6	22.8035	-2.87534	0
600	594	-30	594.757	-0.0504622	0
700	1217	-54	1218.2	-0.0443423	0
800	1841	-76	1842.57	-0.0412585	0
900	2459	-99	2460.99	-0.0402385	0
1000	3078	-118	3080.26	-0.0383178	0
SourceAmp:	472	MinSinkAmp:	500	MinMagnitude:	22.8035

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-536	-1	536.001	-3.13973	0
410	-575	17	575.251	3.11204	0
420	-513	15	513.219	3.11236	0
430	-451	12	451.16	3.11499	0
440	-389	9	389.104	3.11846	0
450	-328	7	328.075	3.12025	0
460	-266	4	266.03	3.12656	0
470	-203	1	203.002	3.13667	0
480	-143	-1	143.003	-3.1346	0
490	-81	-4	81.0987	-3.09225	0
500	-20	-6	20.8806	-2.85014	0
510	40	-9	41	-0.221314	0
520	101	-11	101.597	-0.108483	0
530	164	-13	164.514	-0.0791029	0
540	224	-16	224.571	-0.0713075	0
550	287	-19	287.628	-0.0661056	0
560	349	-21	349.631	-0.0600995	0
570	410	-24	410.702	-0.0584699	0
580	471	-26	471.717	-0.0551457	0
590	533	-28	533.735	-0.0524846	0
600	596	-31	596.806	-0.0519666	0
SourceAmp:	472	MinSinkAmp:	500	MinMagnitude:	20.8806

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-77	-4	77.1038	-3.08969	0
491	-75	-4	75.1066	-3.08831	0
492	-69	-4	69.1158	-3.08369	0
493	-63	-5	63.1981	-3.06239	0
494	-56	-5	56.2228	-3.05254	0
495	-50	-5	50.2494	-3.04192	0
496	-43	-5	43.2897	-3.02583	0
497	-37	-5	37.3363	-3.00727	0
498	-31	-6	31.5753	-2.95041	0
499	-25	-6	25.7099	-2.90605	0
500	-20	-6	20.8806	-2.85014	0
501	-14	-6	15.2315	-2.7367	0
502	-8	-7	10.6301	-2.42276	0
503	-1	-7	7.07107	-1.71269	0
504	5	-7	8.60233	-0.950547	0
505	11	-8	13.6015	-0.628796	0
506	17	-8	18.7883	-0.439843	0
507	23	-8	24.3516	-0.334737	0
508	28	-8	29.1204	-0.2783	0
509	34	-9	35.171	-0.258771	0
510	40	-9	41	-0.221314	0
SourceAmp:	472	MinSinkAmp:	503	MinMagnitude:	7.07107

