ProjIndex	ChIndex	ChInfo	ChCtrl	Inj.Freq	Amp1High	AmpLow	Amp2High	Amp2Low	Gain1	AcqGap	AcqCNTHigh	AcqCntLow	TotalDMFreq	DM1	DM2	DM3
62	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
63	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
64	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
65	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
66	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
67	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
68	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
69	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
70	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
71	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
72	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
73	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
74	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
75	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
76	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
77	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
78	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
79	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
80	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
81	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
82	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
83	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
84	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
85	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
86	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
87	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
88	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
89	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
90	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
91	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
92	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
93	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
94	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
95	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
96	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
97	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
98	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
99	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
100	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
101	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
102	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
103	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
104	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
105	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
106	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
107	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
108	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
109	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
110	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
111	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
112	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
113	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
114	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
115	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
116	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
117	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
118	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
119	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
120	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
121	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
122	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
123	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
124	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
125	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
126	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
127	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
128	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
129	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
130	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
131	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
132	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
133	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
134	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
135	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
136	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
137	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
138	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
139	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
140	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
141	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
142	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
143	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
144	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
145	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
146	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
147	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
148	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
149	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
150	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
151	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
152	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
153	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
154	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
155	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
156	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
157	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
158	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
159	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
160	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
161	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
162	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
163	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
164	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
165	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
166	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
167	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
168	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
169	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
170	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
171	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
172	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
173	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
174	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
175	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
176	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
177	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
178	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
179	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
180	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
181	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
182	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
183	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
184	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
185	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
186	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
187	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
188	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
189	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
190	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
191	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
192	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
193	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
194	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
195	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
196	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
197	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
198	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
199	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
200	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
201	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
202	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
203	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
204	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
205	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
206	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
207	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
208	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
209	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
210	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
211	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
212	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
213	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
214	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
215	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
216	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
217	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
218	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
219	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
220	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
221	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
222	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
223	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
224	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
225	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
226	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
227	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
228	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
229	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
230	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
231	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
232	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
233	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
234	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
235	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
236	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
237	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
238	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
239	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
240	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
241	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
242	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
243	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
244	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
245	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
246	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
247	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
248	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
249	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
250	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
251	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
252	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
253	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
254	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
255	0	0	2	5	3	232	3	232	5	1	0	0	0	1	1	1	
0	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
1	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
2	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
3	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
4	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
5	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
6	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
7	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
8	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
9	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
10	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
11	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
12	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
13	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
14	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
15	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
16	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
17	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
18	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
19	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
20	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
21	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
22	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
23	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
24	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
25	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
26	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
27	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
28	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
29	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
30	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
31	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
32	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
33	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
34	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
35	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
36	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
37	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
38	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
39	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
40	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
41	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
42	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
43	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
44	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
45	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
46	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
47	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
48	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
49	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
50	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
51	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
52	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
53	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
54	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
55	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
56	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
57	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
58	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
59	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
60	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
61	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
62	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
63	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
64	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
65	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
66	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
67	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
68	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
69	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
70	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
71	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
72	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
73	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
74	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
75	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
76	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
77	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
78	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
79	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
80	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
81	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
82	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
83	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
84	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
85	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
86	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
87	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
88	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
89	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
90	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
91	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
92	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
93	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
94	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
95	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
96	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
97	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
98	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
99	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
100	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
101	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
102	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
103	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
104	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
105	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
106	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
107	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
108	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
109	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
110	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
111	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
112	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
113	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
114	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
115	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
116	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
117	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
118	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
119	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
120	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
121	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
122	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
123	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
124	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
125	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
126	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
127	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
128	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
129	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
130	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
131	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
132	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
133	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
134	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
135	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
136	1	0	3	5	3	232	3	232	5	1	0	0	0	1	1	1	
