Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
100	0	-1	1	-1.5708	0
200	-1	0	1	3.14159	0
300	-1	-1	1.41421	-2.35619	0
400	0	0	0	0	0
500	0	0	0	0	0
600	-1	-1	1.41421	-2.35619	0
700	-1	-1	1.41421	-2.35619	0
800	0	-1	1	-1.5708	0
900	0	-1	1	-1.5708	0
1000	-1	0	1	3.14159	0
SourceAmp:	301	MinSinkAmp:	400	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
300	-1	0	1	3.14159	0
310	0	-1	1	-1.5708	0
320	-1	0	1	3.14159	0
330	-1	0	1	3.14159	0
340	0	0	0	0	0
350	0	0	0	0	0
360	0	-1	1	-1.5708	0
370	0	0	0	0	0
380	0	0	0	0	0
390	-1	-1	1.41421	-2.35619	0
400	-1	-1	1.41421	-2.35619	0
410	0	-1	1	-1.5708	0
420	-1	-1	1.41421	-2.35619	0
430	0	-1	1	-1.5708	0
440	0	-1	1	-1.5708	0
450	-1	-1	1.41421	-2.35619	0
460	0	0	0	0	0
470	-1	0	1	3.14159	0
480	0	0	0	0	0
490	0	0	0	0	0
500	0	-1	1	-1.5708	0
SourceAmp:	301	MinSinkAmp:	340	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
330	-1	-1	1.41421	-2.35619	0
331	-1	-1	1.41421	-2.35619	0
332	0	0	0	0	0
333	-1	0	1	3.14159	0
334	0	-1	1	-1.5708	0
335	-1	-1	1.41421	-2.35619	0
336	-1	0	1	3.14159	0
337	-1	0	1	3.14159	0
338	0	0	0	0	0
339	-1	-1	1.41421	-2.35619	0
340	-1	-1	1.41421	-2.35619	0
341	0	0	0	0	0
342	-1	0	1	3.14159	0
343	-1	0	1	3.14159	0
344	-1	-1	1.41421	-2.35619	0
345	-1	0	1	3.14159	0
346	0	0	0	0	0
347	0	-1	1	-1.5708	0
348	-1	0	1	3.14159	0
349	0	-1	1	-1.5708	0
350	0	0	0	0	0
SourceAmp:	301	MinSinkAmp:	332	MinMagnitude:	0

