Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
100	-1	0	1	3.14159	0
200	0	0	0	0	0
300	0	-1	1	-1.5708	0
400	-1	-1	1.41421	-2.35619	0
500	0	0	0	0	0
600	-1	0	1	3.14159	0
700	-1	-1	1.41421	-2.35619	0
800	0	0	0	0	0
900	-1	0	1	3.14159	0
1000	0	-1	1	-1.5708	0
SourceAmp:	111	MinSinkAmp:	200	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-1	0	1	3.14159	0
110	0	0	0	0	0
120	-1	-1	1.41421	-2.35619	0
130	0	-1	1	-1.5708	0
140	0	-1	1	-1.5708	0
150	0	-1	1	-1.5708	0
160	0	0	0	0	0
170	-1	-1	1.41421	-2.35619	0
180	0	-1	1	-1.5708	0
190	0	0	0	0	0
200	-1	-1	1.41421	-2.35619	0
210	0	-1	1	-1.5708	0
220	-1	-1	1.41421	-2.35619	0
230	-1	0	1	3.14159	0
240	0	0	0	0	0
250	0	0	0	0	0
260	0	0	0	0	0
270	0	0	0	0	0
280	0	0	0	0	0
290	-1	0	1	3.14159	0
300	0	-1	1	-1.5708	0
SourceAmp:	111	MinSinkAmp:	110	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-1	-1	1.41421	-2.35619	0
101	-1	0	1	3.14159	0
102	-1	-1	1.41421	-2.35619	0
103	0	0	0	0	0
104	0	-1	1	-1.5708	0
105	0	-1	1	-1.5708	0
106	-1	-1	1.41421	-2.35619	0
107	-1	0	1	3.14159	0
108	0	0	0	0	0
109	-1	-1	1.41421	-2.35619	0
110	0	0	0	0	0
111	0	0	0	0	0
112	-1	0	1	3.14159	0
113	-1	0	1	3.14159	0
114	-1	-1	1.41421	-2.35619	0
115	0	-1	1	-1.5708	0
116	0	0	0	0	0
117	0	-1	1	-1.5708	0
118	-1	0	1	3.14159	0
119	-1	0	1	3.14159	0
120	0	0	0	0	0
SourceAmp:	111	MinSinkAmp:	103	MinMagnitude:	0

