Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	0	0	0	0
100	0	-1	1	-1.5708	0
200	0	-1	1	-1.5708	0
300	0	0	0	0	0
400	-1	-1	1.41421	-2.35619	0
500	0	0	0	0	0
600	-1	0	1	3.14159	0
700	-1	-1	1.41421	-2.35619	0
800	-1	-1	1.41421	-2.35619	0
900	0	0	0	0	0
1000	-1	-1	1.41421	-2.35619	0
SourceAmp:	522	MinSinkAmp:	0	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
10	0	-1	1	-1.5708	0
20	-1	-1	1.41421	-2.35619	0
30	-1	-1	1.41421	-2.35619	0
40	-1	0	1	3.14159	0
50	-1	0	1	3.14159	0
60	0	-1	1	-1.5708	0
70	-1	0	1	3.14159	0
80	0	-1	1	-1.5708	0
90	-1	-1	1.41421	-2.35619	0
100	-1	0	1	3.14159	0
110	-1	-1	1.41421	-2.35619	0
120	0	0	0	0	0
130	0	-1	1	-1.5708	0
140	0	0	0	0	0
150	0	-1	1	-1.5708	0
160	0	-1	1	-1.5708	0
170	0	0	0	0	0
180	0	-1	1	-1.5708	0
190	0	-1	1	-1.5708	0
200	-1	0	1	3.14159	0
SourceAmp:	522	MinSinkAmp:	120	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
110	0	-1	1	-1.5708	0
111	0	0	0	0	0
112	-1	-1	1.41421	-2.35619	0
113	-1	-1	1.41421	-2.35619	0
114	-1	-1	1.41421	-2.35619	0
115	0	-1	1	-1.5708	0
116	-1	0	1	3.14159	0
117	-1	0	1	3.14159	0
118	0	0	0	0	0
119	0	0	0	0	0
120	-1	0	1	3.14159	0
121	-1	-1	1.41421	-2.35619	0
122	0	0	0	0	0
123	-1	0	1	3.14159	0
124	-1	-1	1.41421	-2.35619	0
125	0	-1	1	-1.5708	0
126	0	0	0	0	0
127	-1	-1	1.41421	-2.35619	0
128	-1	0	1	3.14159	0
129	0	0	0	0	0
130	0	0	0	0	0
SourceAmp:	522	MinSinkAmp:	111	MinMagnitude:	0

