OffsetValue	AccumulatedValue	Overflow
-300	-160535
-200	-66221
-100	45131
0	159149
100	272959
200	384499
300	479381

-100	45102
-90	56647
-80	68019
-70	79112
-60	90760
-50	102121
-40	113210
-30	124970
-20	136322
-10	147318
0	159138
10	170894
20	181865
30	193217
40	205044
50	216074
60	227398
70	239059
80	250124
90	261411
100	272999

0	159089
1	160280
2	161426
3	162665
4	163784
5	164971
6	166177
7	167345
8	168490
9	169698
10	170859
11	172024
12	173193
13	174411
14	175567
15	176724
16	177252
17	178410
18	179552
19	180691
20	181839
GNDAccumulatedData	170511	MinAccumulatedData	170859	MinDCOffsetValue	10
