OffsetValue	AccumulatedValue	Overflow
-300	-147273
-200	-48898
-100	53345
0	156047
100	258272
200	359700
300	453995

-100	53321
-90	63699
-80	73895
-70	83956
-60	94456
-50	104715
-40	114712
-30	125203
-20	135434
-10	145362
0	155933
10	166434
20	176357
30	186518
40	197042
50	206958
60	217148
70	227557
80	237617
90	247733
100	258121

0	155954
1	157038
2	158045
3	159083
4	160135
5	161213
6	162251
7	163296
8	164342
9	165430
10	166478
11	167499
12	168562
13	169616
14	170704
15	171697
16	172272
17	173313
18	174309
19	175385
20	176351
GNDAccumulatedData	162582	MinAccumulatedData	162251	MinDCOffsetValue	6
