OffsetValue	AccumulatedValue	Overflow
-300	-175085
-200	-75467
-100	40181
0	158002
100	275695
200	391357
300	491833

-100	40128
-90	52020
-80	63699
-70	75202
-60	87258
-50	98994
-40	110418
-30	122666
-20	134414
-10	145751
0	157911
10	170082
20	181458
30	193267
40	205409
50	216769
60	228476
70	240580
80	252032
90	263706
100	275670

0	157952
1	159165
2	160362
3	161616
4	162839
5	164059
6	165308
7	166467
8	167687
9	168955
10	170217
11	171341
12	172602
13	173776
14	174973
15	176206
16	176696
17	177882
18	179066
19	180253
20	181444
GNDAccumulatedData	168062	MinAccumulatedData	167687	MinDCOffsetValue	8
