OffsetValue	AccumulatedValue	Overflow
-300	-86738
-200	-5241
-100	65483
0	145241
100	230398
200	303233
300	378934

-100	65928
-90	72184
-80	79067
-70	86980
-60	95155
-50	103355
-40	113439
-30	119947
-20	128066
-10	137247
0	144843
10	152995
20	161415
30	169618
40	178184
50	187404
60	195711
70	204209
80	212614
90	220898
100	228941

20	160381
21	161611
22	162609
23	163359
24	164052
25	164764
26	165595
27	166766
28	167022
29	164376
30	166494
31	169992
32	171433
33	172292
34	172968
35	173596
36	174327
37	174802
38	174148
39	173734
40	174888
GNDAccumulatedData	168062	MinAccumulatedData	167022	MinDCOffsetValue	28
