Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1	0	1	3.14159	0
100	0	0	0	0	0
200	-1	0	1	3.14159	0
300	0	0	0	0	0
400	0	-1	1	-1.5708	0
500	0	-1	1	-1.5708	0
600	0	0	0	0	0
700	-1	-1	1.41421	-2.35619	0
800	0	0	0	0	0
900	-1	0	1	3.14159	0
1000	0	-1	1	-1.5708	0
SourceAmp:	200	MinSinkAmp:	100	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	0	0	0	0
10	0	-1	1	-1.5708	0
20	0	0	0	0	0
30	-1	0	1	3.14159	0
40	-1	-1	1.41421	-2.35619	0
50	-1	0	1	3.14159	0
60	-1	-1	1.41421	-2.35619	0
70	0	-1	1	-1.5708	0
80	-1	0	1	3.14159	0
90	0	-1	1	-1.5708	0
100	0	0	0	0	0
110	-1	0	1	3.14159	0
120	0	-1	1	-1.5708	0
130	-1	-1	1.41421	-2.35619	0
140	-1	-1	1.41421	-2.35619	0
150	0	-1	1	-1.5708	0
160	-1	0	1	3.14159	0
170	-1	0	1	3.14159	0
180	-1	-1	1.41421	-2.35619	0
190	-1	0	1	3.14159	0
200	0	-1	1	-1.5708	0
SourceAmp:	200	MinSinkAmp:	0	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
1	0	0	0	0	0
2	-1	-1	1.41421	-2.35619	0
3	-1	-1	1.41421	-2.35619	0
4	-1	-1	1.41421	-2.35619	0
5	-1	-1	1.41421	-2.35619	0
6	0	0	0	0	0
7	0	-1	1	-1.5708	0
8	-1	0	1	3.14159	0
9	0	0	0	0	0
10	0	0	0	0	0
11	0	-1	1	-1.5708	0
12	-1	-1	1.41421	-2.35619	0
13	-1	0	1	3.14159	0
14	-1	0	1	3.14159	0
15	0	0	0	0	0
16	-1	0	1	3.14159	0
17	0	0	0	0	0
18	0	-1	1	-1.5708	0
19	0	-1	1	-1.5708	0
20	-1	0	1	3.14159	0
SourceAmp:	200	MinSinkAmp:	1	MinMagnitude:	0

