Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1	-1	1.41421	-2.35619	0
100	0	-1	1	-1.5708	0
200	0	-1	1	-1.5708	0
300	0	-1	1	-1.5708	0
400	0	-1	1	-1.5708	0
500	0	-1	1	-1.5708	0
600	0	-1	1	-1.5708	0
700	0	-1	1	-1.5708	0
800	0	-1	1	-1.5708	0
900	0	-1	1	-1.5708	0
1000	0	-1	1	-1.5708	0
SourceAmp:	32	MinSinkAmp:	100	MinMagnitude:	1

Amp	Real	Quad	Magnitude	Phase	Overflow
0	0	-1	1	-1.5708	0
10	0	-1	1	-1.5708	0
20	0	-1	1	-1.5708	0
30	0	0	0	0	0
40	0	-1	1	-1.5708	0
50	-1	0	1	3.14159	0
60	0	-1	1	-1.5708	0
70	0	-1	1	-1.5708	0
80	-1	-1	1.41421	-2.35619	0
90	-1	0	1	3.14159	0
100	0	-1	1	-1.5708	0
110	0	-1	1	-1.5708	0
120	0	-1	1	-1.5708	0
130	0	-1	1	-1.5708	0
140	-1	-1	1.41421	-2.35619	0
150	0	-1	1	-1.5708	0
160	0	-1	1	-1.5708	0
170	-1	-1	1.41421	-2.35619	0
180	0	0	0	0	0
190	0	-1	1	-1.5708	0
200	0	-1	1	-1.5708	0
SourceAmp:	32	MinSinkAmp:	30	MinMagnitude:	0

Amp	Real	Quad	Magnitude	Phase	Overflow
20	0	-1	1	-1.5708	0
21	0	-1	1	-1.5708	0
22	0	-1	1	-1.5708	0
23	-1	-1	1.41421	-2.35619	0
24	0	-1	1	-1.5708	0
25	0	0	0	0	0
26	0	-1	1	-1.5708	0
27	-1	-1	1.41421	-2.35619	0
28	-1	0	1	3.14159	0
29	0	-1	1	-1.5708	0
30	0	-1	1	-1.5708	0
31	0	0	0	0	0
32	0	-1	1	-1.5708	0
33	0	-1	1	-1.5708	0
34	0	0	0	0	0
35	0	0	0	0	0
36	-1	-1	1.41421	-2.35619	0
37	0	-1	1	-1.5708	0
38	0	0	0	0	0
39	0	-1	1	-1.5708	0
40	-1	-1	1.41421	-2.35619	0
SourceAmp:	32	MinSinkAmp:	25	MinMagnitude:	0

