Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1851	706	1981.07	2.77721	0
100	-1107	296	1145.89	2.88032	0
200	-332	50	335.744	2.99211	0
300	413	-133	433.887	-0.311547	0
400	1070	-594	1223.82	-0.506781	0
500	1626	-1341	2107.64	-0.689635	0
600	2218	-2215	3134.61	-0.784721	0
700	2878	-3190	4296.39	-0.83677	0
800	3575	-4201	5516.25	-0.865729	0
900	4294	-5184	6731.44	-0.879025	0
1000	4978	-6235	7978.45	-0.897034	0
SourceAmp:	258	MinSinkAmp:	200	MinMagnitude:	335.744

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-819	778	1129.62	2.38186	0
110	-1031	227	1055.69	2.92488	0
120	-936	230	963.844	2.90064	0
130	-861	216	887.681	2.89579	0
140	-781	199	805.954	2.8921	0
150	-691	176	713.062	2.89219	0
160	-629	150	646.638	2.90749	0
170	-542	137	559.047	2.89401	0
180	-478	132	495.891	2.87216	0
190	-385	147	412.109	2.77686	0
200	-298	93	312.175	2.83909	0
210	-189	96	211.983	2.67162	0
220	-119	107	160.031	2.40924	0
230	-20	64	67.0522	1.87368	0
240	41	75	85.4751	1.07052	0
250	142	71	158.761	0.463648	0
260	246	30	247.823	0.121352	0
270	320	24	320.899	0.0748598	0
280	383	10	383.131	0.0261037	0
290	452	22	452.535	0.0486342	0
300	516	-25	516.605	-0.0484118	0
SourceAmp:	258	MinSinkAmp:	230	MinMagnitude:	67.0522

Amp	Real	Quad	Magnitude	Phase	Overflow
220	-216	7	216.113	3.1092	0
221	-96	87	129.557	2.40534	0
222	-78	71	105.475	2.40314	0
223	-109	128	168.122	2.2762	0
224	-115	98	151.093	2.43584	0
225	-110	78	134.848	2.52479	0
226	-46	73	86.2844	2.13308	0
227	-43	87	97.0464	2.02984	0
228	-43	99	107.935	1.98055	0
229	-29	98	102.201	1.8585	0
230	-43	81	91.7061	2.05883	0
231	-28	92	96.1665	1.86624	0
232	-15	96	97.1648	1.72579	0
233	-9	70	70.5762	1.69867	0
234	29	75	80.4114	1.20184	0
235	16	41	44.0114	1.19873	0
236	3	73	73.0616	1.52972	0
237	55	106	119.419	1.09217	0
238	43	65	77.9359	0.986352	0
239	27	47	54.2033	1.04936	0
240	57	81	99.0454	0.957589	0
SourceAmp:	258	MinSinkAmp:	235	MinMagnitude:	44.0114

