Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1867	669	1983.24	2.79752	0
100	-1160	220	1180.68	2.95416	0
200	-461	-80	467.89	-2.96977	0
300	249	-272	368.761	-0.829515	0
400	893	-626	1090.56	-0.611402	0
500	1430	-1245	1896.03	-0.716349	0
600	2019	-2105	2916.74	-0.806249	0
700	2608	-2850	3863.18	-0.829708	0
800	3235	-3741	4945.74	-0.857806	0
900	3940	-4665	6106.21	-0.869453	0
1000	4625	-5573	7242.17	-0.878091	0
SourceAmp:	270	MinSinkAmp:	300	MinMagnitude:	368.761

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-856	-465	974.146	-2.64397	0
210	-381	-108	396.011	-2.86537	0
220	-266	-100	284.176	-2.782	0
230	-172	-100	198.957	-2.61497	0
240	-101	-132	166.208	-2.22392	0
250	-8	-142	142.225	-1.62707	0
260	12	-143	143.503	-1.48708	0
270	126	-160	203.657	-0.903724	0
280	203	-165	261.599	-0.682502	0
290	279	-160	321.622	-0.520689	0
300	359	-204	412.913	-0.516743	0
310	384	-262	464.866	-0.598742	0
320	470	-270	542.033	-0.521434	0
330	499	-290	577.149	-0.526453	0
340	590	-323	672.628	-0.500889	0
350	676	-346	759.402	-0.47307	0
360	687	-427	808.887	-0.556109	0
370	751	-463	882.253	-0.552472	0
380	818	-514	966.085	-0.561013	0
390	863	-516	1005.5	-0.538884	0
400	904	-623	1097.88	-0.603413	0
SourceAmp:	270	MinSinkAmp:	250	MinMagnitude:	142.225

Amp	Real	Quad	Magnitude	Phase	Overflow
240	-331	-288	438.754	-2.42555	0
241	-122	-116	168.345	-2.3814	0
242	-67	-139	154.305	-2.01995	0
243	-77	-149	167.72	-2.04778	0
244	-59	-119	132.823	-2.03108	0
245	-68	-125	142.299	-2.06902	0
246	-85	-120	147.054	-2.18709	0
247	-42	-155	160.59	-1.83541	0
248	-40	-119	125.543	-1.89507	0
249	-36	-110	115.741	-1.88708	0
250	-42	-121	128.082	-1.90489	0
251	-33	-147	150.659	-1.79163	0
252	-38	-117	123.016	-1.88483	0
253	-24	-117	119.436	-1.77312	0
254	-9	-133	133.304	-1.63836	0
255	-12	-149	149.482	-1.65116	0
256	20	-129	130.541	-1.41698	0
257	16	-106	107.201	-1.42098	0
258	34	-124	128.577	-1.30318	0
259	28	-147	149.643	-1.38257	0
260	31	-150	153.17	-1.367	0
SourceAmp:	270	MinSinkAmp:	257	MinMagnitude:	107.201

