Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2021	914	2218.07	2.71687	0
100	-1335	453	1409.76	2.81446	0
200	-653	158	671.843	2.9042	0
300	119	-1	119.004	-0.00840316	0
400	837	-294	887.133	-0.337792	0
500	1395	-913	1667.21	-0.579518	0
600	1962	-1666	2573.91	-0.703991	0
700	2606	-2514	3620.97	-0.767431	0
800	3208	-3430	4696.4	-0.81883	0
900	3910	-4354	5851.96	-0.839074	0
1000	4591	-5343	7044.5	-0.860954	0
SourceAmp:	242	MinSinkAmp:	300	MinMagnitude:	119.004

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-876	-254	912.081	-2.85938	0
210	-542	121	555.342	2.92195	0
220	-483	114	496.271	2.90981	0
230	-403	111	418.007	2.87282	0
240	-318	130	343.546	2.75352	0
250	-234	84	248.62	2.79695	0
260	-149	110	185.205	2.50565	0
270	-61	89	107.898	2.17165	0
280	38	95	102.318	1.19029	0
290	149	94	176.173	0.562811	0
300	225	51	230.708	0.2229	0
310	328	68	334.975	0.204421	0
320	364	32	365.404	0.0876867	0
330	426	39	427.781	0.0912948	0
340	540	-2	540.004	-0.00370369	0
350	552	-72	556.676	-0.129703	0
360	627	-71	631.007	-0.112757	0
370	712	-106	719.847	-0.147791	0
380	782	-164	799.012	-0.206723	0
390	785	-201	810.325	-0.250666	0
400	840	-267	881.413	-0.307758	0
SourceAmp:	242	MinSinkAmp:	280	MinMagnitude:	102.318

Amp	Real	Quad	Magnitude	Phase	Overflow
270	-209	-16	209.612	-3.06519	0
271	-62	93	111.772	2.1588	0
272	-48	99	110.023	2.02225	0
273	6	97	97.1854	1.50902	0
274	2	112	112.018	1.55294	0
275	20	94	96.1041	1.36116	0
276	-5	63	63.1981	1.65	0
277	3	103	103.044	1.54168	0
278	23	85	88.0568	1.30654	0
279	29	51	58.6686	1.05376	0
280	31	90	95.1893	1.23908	0
281	69	95	117.414	0.942626	0
282	73	88	114.337	0.878298	0
283	92	110	143.402	0.874272	0
284	96	92	132.966	0.764125	0
285	113	111	158.398	0.77647	0
286	87	80	118.191	0.743507	0
287	122	78	144.803	0.568848	0
288	110	80	136.015	0.628796	0
289	126	85	151.99	0.593477	0
290	125	85	151.162	0.597177	0
SourceAmp:	242	MinSinkAmp:	279	MinMagnitude:	58.6686

