Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1929	788	2083.74	2.75378	0
100	-1264	375	1318.45	2.85319	0
200	-543	109	553.832	2.94349	0
300	181	-105	209.251	-0.525666	0
400	852	-446	961.676	-0.48225	0
500	1396	-1026	1732.48	-0.633804	0
600	1916	-1856	2667.54	-0.769493	0
700	2549	-2670	3691.38	-0.808579	0
800	3207	-3627	4841.49	-0.846778	0
900	3801	-4562	5937.97	-0.876144	0
1000	4507	-5470	7087.59	-0.881622	0
SourceAmp:	257	MinSinkAmp:	300	MinMagnitude:	209.251

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-909	-297	956.29	-2.82579	0
210	-460	93	469.307	2.94211	0
220	-384	100	396.807	2.88683	0
230	-281	98	297.599	2.80603	0
240	-212	68	222.639	2.83121	0
250	-114	54	126.143	2.69922	0
260	-8	47	47.676	1.73939	0
270	65	45	79.0569	0.605545	0
280	120	24	122.376	0.197396	0
290	188	-3	188.024	-0.0159561	0
300	257	6	257.07	0.0233421	0
310	359	-62	364.314	-0.171015	0
320	451	-53	454.104	-0.11698	0
330	523	-92	531.03	-0.174127	0
340	548	-89	555.18	-0.161003	0
350	622	-120	633.47	-0.190585	0
360	665	-195	693.001	-0.285237	0
370	700	-195	726.653	-0.271683	0
380	773	-302	829.899	-0.372451	0
390	809	-346	879.885	-0.404146	0
400	868	-406	958.259	-0.43751	0
SourceAmp:	257	MinSinkAmp:	260	MinMagnitude:	47.676

Amp	Real	Quad	Magnitude	Phase	Overflow
250	-307	-130	333.39	-2.74103	0
251	-118	20	119.683	2.9737	0
252	-114	44	122.197	2.77324	0
253	-119	30	122.723	2.89464	0
254	-78	42	88.5889	2.64765	0
255	-81	54	97.3499	2.55359	0
256	-80	72	107.629	2.40878	0
257	-71	21	74.0405	2.85402	0
258	-58	41	71.0282	2.52625	0
259	-53	62	81.5659	2.27809	0
260	-22	46	50.9902	2.0169	0
261	-19	39	43.382	2.02414	0
262	-23	25	33.9706	2.31455	0
263	-36	37	51.6236	2.3425	0
264	-3	52	52.0865	1.62842	0
265	19	36	40.7063	1.08517	0
266	-2	33	33.0606	1.63133	0
267	18	57	59.7746	1.26492	0
268	52	48	70.7672	0.745419	0
269	34	19	38.9487	0.509592	0
270	43	37	56.7274	0.710538	0
SourceAmp:	257	MinSinkAmp:	266	MinMagnitude:	33.0606

