Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1973	766	2116.48	2.77126	0
100	-1274	302	1309.31	2.90884	0
200	-555	32	555.922	3.084	0
300	201	-101	224.949	-0.465636	0
400	814	-426	918.734	-0.482146	0
500	1342	-1097	1733.31	-0.685283	0
600	1898	-1792	2610.3	-0.75668	0
700	2506	-2724	3701.38	-0.827057	0
800	3100	-3574	4731.12	-0.856301	0
900	3760	-4485	5852.59	-0.873105	0
1000	4399	-5412	6974.31	-0.888285	0
SourceAmp:	266	MinSinkAmp:	300	MinMagnitude:	224.949

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-904	-285	947.861	-2.83619	0
210	-495	53	497.829	3.03493	0
220	-409	66	414.291	2.9816	0
230	-317	47	320.465	2.9944	0
240	-258	4	258.031	3.12609	0
250	-148	18	149.091	3.02057	0
260	-72	-3	72.0625	-3.09995	0
270	1	-38	38.0132	-1.54449	0
280	86	-17	87.6641	-0.195158	0
290	136	-61	149.054	-0.42163	0
300	242	-40	245.284	-0.163808	0
310	292	-135	321.697	-0.433059	0
320	369	-90	379.817	-0.239232	0
330	410	-140	433.244	-0.32905	0
340	487	-170	515.819	-0.335851	0
350	568	-179	595.538	-0.305289	0
360	601	-284	664.723	-0.441444	0
370	649	-335	730.36	-0.476507	0
380	719	-359	803.643	-0.463091	0
390	766	-408	867.882	-0.489415	0
400	829	-430	933.885	-0.478493	0
SourceAmp:	266	MinSinkAmp:	270	MinMagnitude:	38.0132

Amp	Real	Quad	Magnitude	Phase	Overflow
260	-325	-199	381.085	-2.59217	0
261	-85	-2	85.0235	-3.11807	0
262	-55	-44	70.4344	-2.46685	0
263	-84	-27	88.2326	-2.83059	0
264	-66	-18	68.4105	-2.87534	0
265	-49	-10	50.01	-2.94028	0
266	-7	-31	31.7805	-1.79288	0
267	-33	-16	36.6742	-2.69014	0
268	0	-42	42	-1.5708	0
269	-35	-26	43.6005	-2.50268	0
270	-8	-47	47.676	-1.73939	0
271	-3	-19	19.2354	-1.7274	0
272	3	-49	49.0918	-1.50965	0
273	4	-79	79.1012	-1.52021	0
274	-8	-11	13.6015	-2.19959	0
275	16	-33	36.6742	-1.11934	0
276	43	-11	44.3847	-0.250443	0
277	47	-47	66.468	-0.785398	0
278	71	-27	75.9605	-0.363393	0
279	39	-45	59.5483	-0.856706	0
280	69	-85	109.481	-0.888923	0
SourceAmp:	266	MinSinkAmp:	274	MinMagnitude:	13.6015

