Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1293	-129	1299.42	-3.04215	0
100	-670	-73	673.965	-3.03307	0
200	-30	-15	33.541	-2.67795	0
300	610	42	611.444	0.068744	0
400	1246	99	1249.93	0.0792877	0
500	1879	157	1885.55	0.0833614	0
600	2506	218	2515.46	0.0867728	0
700	2982	272	2994.38	0.0909622	0
800	3234	301	3247.98	0.0928062	0
900	3479	329	3494.52	0.094287	0
1000	3708	355	3724.95	0.095448	0
SourceAmp:	200	MinSinkAmp:	200	MinMagnitude:	33.541

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-658	-72	661.927	-3.0326	0
110	-604	-67	607.705	-3.03112	0
120	-540	-62	543.548	-3.02728	0
130	-477	-56	480.276	-3.02473	0
140	-414	-50	417.008	-3.0214	0
150	-349	-44	351.763	-3.01618	0
160	-285	-38	287.522	-3.00904	0
170	-220	-32	222.315	-2.99715	0
180	-158	-27	160.29	-2.97234	0
190	-93	-21	95.3415	-2.91951	0
200	-29	-15	32.6497	-2.66425	0
210	36	-9	37.108	-0.244979	0
220	98	-3	98.0459	-0.0306027	0
230	164	3	164.027	0.0182906	0
240	228	8	228.14	0.0350733	0
250	293	14	293.334	0.0477453	0
260	354	19	354.51	0.0536209	0
270	419	25	419.745	0.0595952	0
280	484	31	484.992	0.0639622	0
290	549	37	550.245	0.0672935	0
300	611	42	612.442	0.0686318	0
SourceAmp:	200	MinSinkAmp:	200	MinMagnitude:	32.6497

Amp	Real	Quad	Magnitude	Phase	Overflow
190	-92	-21	94.3663	-2.91718	0
191	-86	-20	88.295	-2.9131	0
192	-80	-20	82.4621	-2.89661	0
193	-74	-19	76.4003	-2.89026	0
194	-67	-18	69.3758	-2.87913	0
195	-60	-18	62.6418	-2.85014	0
196	-55	-17	57.5674	-2.84182	0
197	-49	-17	51.8652	-2.80765	0
198	-42	-16	44.9444	-2.77761	0
199	-36	-16	39.3954	-2.72337	0
200	-29	-15	32.6497	-2.66425	0
201	-23	-14	26.9258	-2.5948	0
202	-16	-14	21.2603	-2.42276	0
203	-9	-13	15.8114	-2.17634	0
204	-4	-13	13.6015	-1.8693	0
205	2	-12	12.1655	-1.40565	0
206	9	-12	15	-0.927295	0
207	15	-11	18.6011	-0.632749	0
208	22	-10	24.1661	-0.426627	0
209	29	-10	30.6757	-0.332059	0
210	36	-9	37.108	-0.244979	0
SourceAmp:	200	MinSinkAmp:	205	MinMagnitude:	12.1655

