Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1297	-133	1303.8	-3.03941	0
100	-672	-71	675.74	-3.03633	0
200	-31	-6	31.5753	-2.95041	0
300	611	54	613.382	0.0881507	0
400	1249	114	1254.19	0.0910208	0
500	1884	175	1892.11	0.0926217	0
600	2512	238	2523.25	0.0944632	0
700	2980	292	2994.27	0.0976748	0
800	3235	323	3251.09	0.0995156	0
900	3485	353	3502.83	0.100947	0
1000	3717	382	3736.58	0.102412	0
SourceAmp:	217	MinSinkAmp:	200	MinMagnitude:	31.5753

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-662	-71	665.797	-3.03475	0
110	-608	-65	611.465	-3.03509	0
120	-543	-59	546.196	-3.03336	0
130	-479	-52	481.814	-3.03346	0
140	-416	-46	418.536	-3.03146	0
150	-351	-39	353.16	-3.03094	0
160	-287	-33	288.891	-3.02711	0
170	-222	-26	223.517	-3.02501	0
180	-158	-20	159.261	-3.01568	0
190	-94	-14	95.0368	-2.99374	0
200	-30	-8	31.0483	-2.88099	0
210	36	-1	36.0139	-0.0277706	0
220	99	5	99.1262	0.0504622	0
230	163	11	163.371	0.0673825	0
240	228	17	228.633	0.0744237	0
250	293	24	293.981	0.0817288	0
260	354	30	355.269	0.0845438	0
270	419	36	420.544	0.0857084	0
280	484	42	485.819	0.08656	0
290	549	48	551.094	0.0872099	0
300	611	54	613.382	0.0881507	0
SourceAmp:	217	MinSinkAmp:	200	MinMagnitude:	31.0483

Amp	Real	Quad	Magnitude	Phase	Overflow
190	-93	-14	94.0479	-2.99218	0
191	-87	-13	87.9659	-2.99326	0
192	-81	-12	81.8841	-2.99451	0
193	-75	-12	75.9539	-2.98294	0
194	-68	-11	68.884	-2.98122	0
195	-62	-10	62.8013	-2.98168	0
196	-56	-10	56.8859	-2.96488	0
197	-50	-9	50.8035	-2.9635	0
198	-43	-8	43.7379	-2.95765	0
199	-37	-8	37.855	-2.92865	0
200	-30	-7	30.8058	-2.91236	0
201	-23	-6	23.7697	-2.88641	0
202	-17	-6	18.0278	-2.8023	0
203	-10	-5	11.1803	-2.67795	0
204	-5	-4	6.40312	-2.46685	0
205	1	-4	4.12311	-1.32582	0
206	8	-3	8.544	-0.358771	0
207	15	-2	15.1327	-0.132552	0
208	23	-2	23.0868	-0.0867383	0
209	30	-1	30.0167	-0.033321	0
210	36	0	36	0	0
SourceAmp:	217	MinSinkAmp:	205	MinMagnitude:	4.12311

