Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1344	-136	1350.86	-3.04075	0
100	-733	-76	736.929	-3.03828	0
200	-105	-12	105.683	-3.0278	0
300	524	47	526.104	0.0894553	0
400	1151	104	1155.69	0.0901115	0
500	1774	164	1781.56	0.0921844	0
600	2393	226	2403.65	0.0941628	0
700	2912	283	2925.72	0.0968798	0
800	3162	313	3177.45	0.0986666	0
900	3403	342	3420.14	0.100163	0
1000	3627	369	3645.72	0.101388	0
SourceAmp:	205	MinSinkAmp:	200	MinMagnitude:	105.683

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-722	-75	725.885	-3.03809	0
110	-669	-70	672.652	-3.03734	0
120	-606	-64	609.37	-3.03637	0
130	-543	-57	545.984	-3.037	0
140	-482	-51	484.691	-3.03618	0
150	-418	-44	420.309	-3.03672	0
160	-355	-38	357.028	-3.03496	0
170	-292	-32	293.748	-3.03244	0
180	-230	-26	231.465	-3.02903	0
190	-167	-19	168.077	-3.02831	0
200	-104	-13	104.809	-3.01724	0
210	-40	-7	40.6079	-2.96835	0
220	22	-1	22.0227	-0.0454233	0
230	85	5	85.1469	0.0587558	0
240	149	11	149.405	0.0736918	0
250	213	17	213.677	0.0796434	0
260	274	23	274.964	0.0837453	0
270	337	29	338.245	0.0858419	0
280	400	35	401.528	0.0872777	0
290	464	41	465.808	0.0881332	0
300	525	47	527.1	0.0892858	0
SourceAmp:	205	MinSinkAmp:	220	MinMagnitude:	22.0227

Amp	Real	Quad	Magnitude	Phase	Overflow
210	-39	-7	39.6232	-2.964	0
211	-33	-6	33.541	-2.96174	0
212	-28	-6	28.6356	-2.9305	0
213	-22	-5	22.561	-2.91812	0
214	-15	-4	15.5242	-2.88099	0
215	-9	-4	9.84886	-2.72337	0
216	18	-1	18.0278	-0.0554985	0
217	29	0	29	0	0
218	36	1	36.0139	0.0277706	0
219	43	1	43.0116	0.0232516	0
220	48	2	48.0416	0.0416426	0
221	55	2	55.0364	0.0363476	0
222	62	3	62.0725	0.0483494	0
223	68	4	68.1175	0.0587558	0
224	75	4	75.1066	0.0532829	0
225	81	5	81.1542	0.0616502	0
226	88	6	88.2043	0.0680765	0
227	95	6	95.1893	0.0630741	0
228	100	7	100.245	0.069886	0
229	107	7	107.229	0.0653275	0
230	114	8	114.28	0.0700606	0
SourceAmp:	205	MinSinkAmp:	215	MinMagnitude:	9.84886

