Amp	Real	Quad	Magnitude	Phase	Overflow 
0	0.0	-1.0	1.0	-1.5707963267948966	0
100	-1.0	0.0	1.0	3.141592653589793	0
200	0.0	-1.0	1.0	-1.5707963267948966	0
300	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
400	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
500	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
600	0.0	0.0	0.0	0.0	0
700	0.0	0.0	0.0	0.0	0
800	0.0	0.0	0.0	0.0	0
900	0.0	0.0	0.0	0.0	0
1000	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
SourceAmp:	61	MinSinkAmp:	600	MinMagnitude:	0.0

Amp	Real	Quad	Magnitude	Phase	Overflow 
500	0.0	0.0	0.0	0.0	0
510	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
520	0.0	0.0	0.0	0.0	0
530	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
540	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
550	0.0	-1.0	1.0	-1.5707963267948966	0
560	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
570	0.0	-1.0	1.0	-1.5707963267948966	0
580	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
590	-1.0	0.0	1.0	3.141592653589793	0
600	0.0	0.0	0.0	0.0	0
610	-1.0	0.0	1.0	3.141592653589793	0
620	0.0	0.0	0.0	0.0	0
630	-1.0	0.0	1.0	3.141592653589793	0
640	-1.0	0.0	1.0	3.141592653589793	0
650	-1.0	0.0	1.0	3.141592653589793	0
660	0.0	0.0	0.0	0.0	0
670	0.0	0.0	0.0	0.0	0
680	0.0	0.0	0.0	0.0	0
690	-1.0	0.0	1.0	3.141592653589793	0
700	0.0	0.0	0.0	0.0	0
SourceAmp:	61	MinSinkAmp:	500	MinMagnitude:	0.0

Amp	Real	Quad	Magnitude	Phase	Overflow 
490	-1.0	0.0	1.0	3.141592653589793	0
491	0.0	0.0	0.0	0.0	0
492	-1.0	0.0	1.0	3.141592653589793	0
493	-1.0	0.0	1.0	3.141592653589793	0
494	0.0	0.0	0.0	0.0	0
495	-1.0	0.0	1.0	3.141592653589793	0
496	0.0	-1.0	1.0	-1.5707963267948966	0
497	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
498	0.0	-1.0	1.0	-1.5707963267948966	0
499	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
500	0.0	-1.0	1.0	-1.5707963267948966	0
501	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
502	0.0	0.0	0.0	0.0	0
503	0.0	-1.0	1.0	-1.5707963267948966	0
504	-1.0	0.0	1.0	3.141592653589793	0
505	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
506	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
507	0.0	-1.0	1.0	-1.5707963267948966	0
508	0.0	-1.0	1.0	-1.5707963267948966	0
509	0.0	-1.0	1.0	-1.5707963267948966	0
510	0.0	-1.0	1.0	-1.5707963267948966	0
SourceAmp:	61	MinSinkAmp:	491	MinMagnitude:	0.0

