Amp	Real	Quad	Magnitude	Phase	Overflow 
0	-467.0	-309.0	559.9732136450814	-2.5570570990527806	0
100	40.0	-10.0	41.23105625617661	-0.24497866312686414	0
200	535.0	-42.0	536.6460658571905	-0.07834399230419646	0
300	1103.0	-82.0	1106.0438508486	-0.07420619410508254	0
400	1697.0	-131.0	1702.0487654588514	-0.07704225896326229	0
500	2349.0	-143.0	2353.348677948085	-0.06080193224679398	0
600	3019.0	-150.0	3022.7241025273875	-0.04964450179536122	0
700	3704.0	-151.0	3707.07661102384	-0.040744177372795884	0
800	4393.0	-158.0	4395.840420215456	-0.03595081368568428	0
900	5065.0	-212.0	5069.434781117122	-0.04183145667082583	0
1000	5745.0	-280.0	5751.819277411279	-0.048699497272558304	0
SourceAmp:	100	MinSinkAmp:	100	MinMagnitude:	41.23105625617661

Amp	Real	Quad	Magnitude	Phase	Overflow 
0	-679.0	166.0	698.997138763815	2.9018186624118205	0
10	-466.0	-268.0	537.5686002734907	-2.6196777416194537	0
20	-347.0	-41.0	349.4137948049561	-3.023982320701844	0
30	-280.0	-14.0	280.349781523011	-3.0916342578678506	0
40	-226.0	-4.0	226.03539545832197	-3.123895386332023	0
50	-178.0	1.0	178.0028089666003	3.135974735164838	0
60	-130.0	7.0	130.18832512940628	3.0877984500599434	0
70	-88.0	6.0	88.20430828479978	3.073516195331794	0
80	-45.0	2.0	45.044422518220834	3.0971774383428823	0
90	-3.0	-5.0	5.830951894845301	-2.1112158270654806	0
100	39.0	-11.0	40.52159917870962	-0.27490984148067255	0
110	82.0	-20.0	84.40379138403677	-0.23923159996366056	0
120	126.0	-29.0	129.29423807734048	-0.2262191379738982	0
130	169.0	-38.0	173.21951391226105	-0.22117363694179423	0
140	212.0	-48.0	217.3660507070964	-0.22266094063636496	0
150	257.0	-57.0	263.24513290847375	-0.21825691458287888	0
160	302.0	-67.0	309.3428518650463	-0.2183183147522662	0
170	347.0	-77.0	355.4405716853381	-0.21836378872747883	0
180	392.0	-87.0	401.538292071877	-0.21839882162335372	0
190	439.0	-93.0	448.7426879627121	-0.2087587071141715	0
200	489.0	-99.0	498.9208354037743	-0.199754046042916	0
SourceAmp:	100	MinSinkAmp:	90	MinMagnitude:	5.830951894845301

Amp	Real	Quad	Magnitude	Phase	Overflow 
80	-85.0	-181.0	199.96499693696396	-2.009840400331319	0
81	-46.0	-24.0	51.884487084291386	-2.6607053733944577	0
82	-35.0	-4.0	35.22782990761707	-3.027800646446085	0
83	-31.0	-3.0	31.144823004794873	-3.0451188784072065	0
84	-28.0	-4.0	28.284271247461902	-2.999695598985629	0
85	-24.0	-4.0	24.331050121192877	-2.976443976175166	0
86	-19.0	-5.0	19.6468827043885	-2.8842689386187046	0
87	-15.0	-5.0	15.811388300841896	-2.819842099193151	0
88	-11.0	-6.0	12.529964086141668	-2.642245931909663	0
89	-6.0	-6.0	8.48528137423857	-2.356194490192345	0
90	-2.0	-7.0	7.280109889280518	-1.849095985800008	0
91	2.0	-8.0	8.246211251235321	-1.3258176636680326	0
92	6.0	-8.0	10.0	-0.9272952180016122	0
93	10.0	-9.0	13.45362404707371	-0.7328151017865066	0
94	14.0	-9.0	16.64331697709324	-0.5713374798336268	0
95	19.0	-10.0	21.470910553583888	-0.4844779290370232	0
96	23.0	-11.0	25.495097567963924	-0.44610554894340365	0
97	28.0	-12.0	30.463092423455635	-0.4048917862850834	0
98	32.0	-12.0	34.17601498127012	-0.3587706702705722	0
99	37.0	-13.0	39.21734310225516	-0.33787818824027843	0
100	40.0	-14.0	42.37924020083418	-0.33667481938672716	0
SourceAmp:	100	MinSinkAmp:	90	MinMagnitude:	7.280109889280518

