Amp	Real	Quad	Magnitude	Phase	Overflow 
0	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
100	-1.0	0.0	1.0	3.141592653589793	0
200	-1.0	0.0	1.0	3.141592653589793	0
300	-1.0	0.0	1.0	3.141592653589793	0
400	-1.0	0.0	1.0	3.141592653589793	0
500	0.0	0.0	0.0	0.0	0
600	-1.0	0.0	1.0	3.141592653589793	0
700	-1.0	0.0	1.0	3.141592653589793	0
800	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
900	-1.0	0.0	1.0	3.141592653589793	0
1000	0.0	0.0	0.0	0.0	0
SourceAmp:	180	MinSinkAmp:	500	MinMagnitude:	0.0

Amp	Real	Quad	Magnitude	Phase	Overflow 
400	0.0	-1.0	1.0	-1.5707963267948966	0
410	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
420	0.0	0.0	0.0	0.0	0
430	0.0	0.0	0.0	0.0	0
440	0.0	0.0	0.0	0.0	0
450	-1.0	0.0	1.0	3.141592653589793	0
460	-1.0	0.0	1.0	3.141592653589793	0
470	0.0	0.0	0.0	0.0	0
480	-1.0	0.0	1.0	3.141592653589793	0
490	-1.0	0.0	1.0	3.141592653589793	0
500	-1.0	0.0	1.0	3.141592653589793	0
510	0.0	0.0	0.0	0.0	0
520	0.0	-1.0	1.0	-1.5707963267948966	0
530	0.0	-1.0	1.0	-1.5707963267948966	0
540	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
550	0.0	-1.0	1.0	-1.5707963267948966	0
560	0.0	0.0	0.0	0.0	0
570	-1.0	0.0	1.0	3.141592653589793	0
580	0.0	0.0	0.0	0.0	0
590	0.0	-1.0	1.0	-1.5707963267948966	0
600	0.0	0.0	0.0	0.0	0
SourceAmp:	180	MinSinkAmp:	420	MinMagnitude:	0.0

Amp	Real	Quad	Magnitude	Phase	Overflow 
410	0.0	0.0	0.0	0.0	0
411	0.0	0.0	0.0	0.0	0
412	0.0	-1.0	1.0	-1.5707963267948966	0
413	0.0	0.0	0.0	0.0	0
414	0.0	0.0	0.0	0.0	0
415	0.0	-1.0	1.0	-1.5707963267948966	0
416	0.0	0.0	0.0	0.0	0
417	-1.0	0.0	1.0	3.141592653589793	0
418	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
419	0.0	-1.0	1.0	-1.5707963267948966	0
420	0.0	0.0	0.0	0.0	0
421	0.0	-1.0	1.0	-1.5707963267948966	0
422	0.0	-1.0	1.0	-1.5707963267948966	0
423	-1.0	0.0	1.0	3.141592653589793	0
424	-1.0	0.0	1.0	3.141592653589793	0
425	-1.0	0.0	1.0	3.141592653589793	0
426	0.0	-1.0	1.0	-1.5707963267948966	0
427	-1.0	-1.0	1.4142135623730951	-2.356194490192345	0
428	0.0	0.0	0.0	0.0	0
429	-1.0	0.0	1.0	3.141592653589793	0
430	0.0	0.0	0.0	0.0	0
SourceAmp:	180	MinSinkAmp:	410	MinMagnitude:	0.0

