OffsetValue	AccumulatedValue	Overflow
-300	-180317
-200	-70619
-100	40193
0	151528
100	263079
200	374163
300	484062

-100	40146
-90	51334
-80	62439
-70	73501
-60	84710
-50	95830
-40	106972
-30	118233
-20	129276
-10	140354
0	151522
10	162676
20	173793
30	184886
40	196147
50	207296
60	218427
70	229642
80	240730
90	251824
100	263008

0	151505
1	152604
2	153708
3	154874
4	155965
5	157090
6	158227
7	159299
8	160389
9	161546
10	162671
11	163745
12	164871
13	165976
14	167130
15	168201
16	169307
17	170415
18	171514
19	172671
20	173728
GNDAccumulatedData	158829	MinAccumulatedData	159299	MinDCOffsetValue	7
