Amp	Real	Quad	Magnitude	Phase	Overflow
0	-23	261	262.011	1.65869	0
100	-70	47	84.3149	2.5503	0
200	-119	-171	208.331	-2.17877	0
300	-167	-389	423.332	-1.97631	0
400	-215	-607	643.952	-1.91121	0
500	-261	-827	867.208	-1.8765	0
600	-308	-1046	1090.4	-1.85716	0
700	-353	-1265	1313.33	-1.84293	0
800	-397	-1485	1537.15	-1.83203	0
900	-441	-1705	1761.11	-1.8239	0
1000	-483	-1926	1985.64	-1.81651	0
SourceAmp:	93	MinSinkAmp:	100	MinMagnitude:	84.3149

Amp	Real	Quad	Magnitude	Phase	Overflow
0	-23	261	262.011	1.65869	0
10	-27	241	242.508	1.68236	0
20	-32	219	221.326	1.71589	0
30	-37	198	201.427	1.75553	0
40	-41	176	180.712	1.79967	0
50	-46	155	161.682	1.85929	0
60	-51	133	142.443	1.93696	0
70	-56	112	125.22	2.03444	0
80	-61	90	108.724	2.16645	0
90	-66	68	94.7629	2.34127	0
100	-70	46	83.7616	2.56021	0
110	-75	25	79.0569	2.81984	0
120	-80	3	80.0562	3.10411	0
130	-85	-19	87.0976	-2.92168	0
140	-90	-40	98.4886	-2.72337	0
150	-94	-62	112.606	-2.55852	0
160	-99	-84	129.835	-2.43798	0
170	-104	-105	147.787	-2.35141	0
180	-109	-127	167.362	-2.28007	0
190	-114	-149	187.609	-2.22389	0
200	-119	-171	208.331	-2.17877	0
SourceAmp:	93	MinSinkAmp:	110	MinMagnitude:	79.0569

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-70	46	83.7616	2.56021	0
101	-71	44	83.5284	2.5868	0
102	-71	42	82.4924	2.60741	0
103	-72	40	82.365	2.63449	0
104	-72	38	81.4125	2.65597	0
105	-73	35	80.9568	2.69452	0
106	-73	33	80.1124	2.71703	0
107	-74	31	80.2309	2.74488	0
108	-74	29	79.4796	2.7681	0
109	-75	27	79.712	2.79604	0
110	-75	25	79.0569	2.81984	0
111	-76	23	79.404	2.84772	0
112	-76	20	78.5875	2.88427	0
113	-77	18	79.0759	2.91195	0
114	-77	16	78.6448	2.93672	0
115	-78	14	79.2465	2.964	0
116	-78	12	78.9177	2.98894	0
117	-79	10	79.6304	3.01568	0
118	-79	8	79.404	3.04067	0
119	-79	5	79.1581	3.07839	0
120	-80	3	80.0562	3.10411	0
SourceAmp:	93	MinSinkAmp:	112	MinMagnitude:	78.5875

