Amp	Real	Quad	Magnitude	Phase	Overflow
0	35	209	211.91	1.40487	0
100	-3	-16	16.2788	-1.75614	0
200	-41	-243	246.435	-1.73795	0
300	-79	-471	477.579	-1.73698	0
400	-117	-700	709.711	-1.73641	0
500	-153	-930	942.501	-1.73385	0
600	-189	-1158	1173.32	-1.73258	0
700	-224	-1388	1405.96	-1.7308	0
800	-258	-1617	1637.45	-1.72902	0
900	-291	-1847	1869.78	-1.72706	0
1000	-323	-2075	2099.99	-1.72522	0
SourceAmp:	112	MinSinkAmp:	100	MinMagnitude:	16.2788

Amp	Real	Quad	Magnitude	Phase	Overflow
0	35	208	210.924	1.40409	0
10	32	187	189.718	1.40131	0
20	28	164	166.373	1.4017	0
30	24	142	144.014	1.40336	0
40	20	120	121.655	1.40565	0
50	16	96	97.3242	1.40565	0
60	13	75	76.1183	1.39917	0
70	9	52	52.7731	1.39942	0
80	5	29	29.4279	1.40006	0
90	1	6	6.08276	1.40565	0
100	-3	-16	16.2788	-1.75614	0
110	-7	-39	39.6232	-1.74839	0
120	-11	-62	62.9682	-1.74639	0
130	-14	-84	85.1587	-1.73595	0
140	-18	-106	107.517	-1.739	0
150	-22	-130	131.848	-1.73844	0
160	-26	-153	155.193	-1.73912	0
170	-30	-175	177.553	-1.74057	0
180	-34	-199	201.884	-1.74002	0
190	-38	-221	224.243	-1.74108	0
200	-41	-243	246.435	-1.73795	0
SourceAmp:	112	MinSinkAmp:	90	MinMagnitude:	6.08276

Amp	Real	Quad	Magnitude	Phase	Overflow
80	5	29	29.4279	1.40006	0
81	4	26	26.3059	1.41815	0
82	4	24	24.3311	1.40565	0
83	4	22	22.3607	1.39094	0
84	3	20	20.2237	1.42191	0
85	3	18	18.2483	1.40565	0
86	2	15	15.1327	1.43824	0
87	2	13	13.1529	1.41815	0
88	2	11	11.1803	1.39094	0
89	1	9	9.05539	1.46014	0
90	1	6	6.08276	1.40565	0
91	0	4	4	1.5708	0
92	0	2	2	1.5708	0
93	0	0	0	0	0
94	-1	-2	2.23607	-2.03444	0
95	-1	-5	5.09902	-1.76819	0
96	-1	-7	7.07107	-1.71269	0
97	-2	-10	10.198	-1.76819	0
98	-2	-12	12.1655	-1.73595	0
99	-3	-14	14.3178	-1.78189	0
100	-3	-16	16.2788	-1.75614	0
SourceAmp:	112	MinSinkAmp:	93	MinMagnitude:	0

