Amp	Real	Quad	Magnitude	Phase	Overflow
0	803	96	808.718	0.118987	0
100	809	-206	834.816	-0.249337	0
200	816	-510	962.266	-0.558599	0
300	824	-813	1157.56	-0.778679	0
400	833	-1117	1393.41	-0.930022	0
500	841	-1420	1650.36	-1.03609	0
600	781	-1705	1875.36	-1.14126	0
700	696	-1978	2096.88	-1.23246	0
800	552	-2226	2293.42	-1.32772	0
900	405	-2468	2501.01	-1.40815	0
1000	243	-2697	2707.93	-1.48094	0
SourceAmp:	122	MinSinkAmp:	0	MinMagnitude:	808.718

Amp	Real	Quad	Magnitude	Phase	Overflow
0	348	30	349.291	0.0859943	0
10	803	66	805.708	0.0820074	0
20	804	36	804.806	0.0447462	0
30	805	6	805.022	0.00745328	0
40	805	-24	805.358	-0.0298048	0
50	806	-55	807.874	-0.0681326	0
60	807	-84	811.36	-0.103716	0
70	807	-114	815.012	-0.140335	0
80	807	-146	820.101	-0.178981	0
90	809	-176	827.923	-0.214215	0
100	809	-206	834.816	-0.249337	0
110	810	-236	843.68	-0.28351	0
120	811	-267	853.821	-0.318047	0
130	811	-297	863.672	-0.351046	0
140	812	-327	875.37	-0.38284	0
150	813	-358	888.332	-0.414795	0
160	814	-389	902.173	-0.445801	0
170	814	-419	915.509	-0.475372	0
180	815	-449	930.498	-0.503549	0
190	816	-480	946.708	-0.531724	0
200	816	-510	962.266	-0.558599	0
SourceAmp:	122	MinSinkAmp:	0	MinMagnitude:	349.291

Amp	Real	Quad	Magnitude	Phase	Overflow
0	803	96	808.718	0.118987	0
1	803	94	808.483	0.116531	0
2	802	90	807.034	0.111752	0
3	803	87	807.699	0.107923	0
4	803	85	807.486	0.10546	0
5	803	82	807.176	0.101764	0
6	803	79	806.877	0.0980655	0
7	803	76	806.588	0.094364	0
8	803	72	806.221	0.0894246	0
9	803	69	805.959	0.0857172	0
10	803	66	805.708	0.0820074	0
11	803	63	805.468	0.0782954	0
12	803	61	805.314	0.0758195	0
13	803	58	805.092	0.0721039	0
14	803	55	804.881	0.0683863	0
15	803	52	804.682	0.0646669	0
16	803	48	804.433	0.0597048	0
17	804	45	805.258	0.0559118	0
18	804	42	805.096	0.0521914	0
19	804	39	804.945	0.0484695	0
20	804	36	804.806	0.0447462	0
SourceAmp:	122	MinSinkAmp:	16	MinMagnitude:	804.433

