OffsetValue	AccumulatedValue	Overflow
-300	-134132
-200	-43824
-100	50053
0	155255
100	260625
200	355835
300	445581

-100	50050
-90	60632
-80	71073
-70	81320
-60	92104
-50	102523
-40	112767
-30	123638
-20	134151
-10	144332
0	155208
10	166069
20	176266
30	186810
40	197697
50	207948
60	218401
70	229211
80	239502
90	249897
100	260523

0	155171
1	156273
2	157380
3	158478
4	159543
5	160639
6	161656
7	162785
8	163886
9	164989
10	166081
11	167174
12	168240
13	169311
14	170413
15	171497
16	172075
17	173118
18	174147
19	175230
20	176273
GNDAccumulatedData	162437	MinAccumulatedData	162785	MinDCOffsetValue	7
