OffsetValue	AccumulatedValue	Overflow
-300	-192679
-200	-78398
-100	37312
0	153639
100	269905
200	385601
300	500114

-100	37245
-90	48922
-80	60547
-70	72177
-60	83834
-50	95429
-40	107087
-30	118817
-20	130407
-10	142011
0	153597
10	165266
20	176786
30	188376
40	200105
50	211687
60	223325
70	235058
80	246567
90	258200
100	269868

0	153583
1	154771
2	155935
3	157116
4	158271
5	159433
6	160588
7	161757
8	162872
9	164072
10	165205
11	166386
12	167544
13	168667
14	169885
15	171043
16	172128
17	173324
18	174480
19	175635
20	176756
GNDAccumulatedData	165647	MinAccumulatedData	165205	MinDCOffsetValue	10
