Amp	Real	Quad	Magnitude	Phase	Overflow
0	47	250	254.38	1.38497	0
100	-2	37	37.054	1.6248	0
200	-52	-178	185.44	-1.85502	0
300	-100	-394	406.492	-1.81935	0
400	-148	-610	627.697	-1.80882	0
500	-194	-826	848.476	-1.80148	0
600	-240	-1044	1071.23	-1.79676	0
700	-284	-1280	1311.13	-1.78913	0
800	-327	-1493	1528.39	-1.78641	0
900	-370	-1710	1749.57	-1.78389	0
1000	-412	-1924	1967.62	-1.78175	0
SourceAmp:	95	MinSinkAmp:	100	MinMagnitude:	37.054

Amp	Real	Quad	Magnitude	Phase	Overflow
0	47	249	253.397	1.38424	0
10	43	229	233.002	1.38518	0
20	37	208	211.265	1.39475	0
30	32	187	189.718	1.40131	0
40	27	165	167.194	1.4086	0
50	22	144	145.671	1.41919	0
60	18	123	124.31	1.42549	0
70	13	102	102.825	1.44403	0
80	8	80	80.399	1.47113	0
90	3	58	58.0775	1.51912	0
100	-2	37	37.054	1.6248	0
110	-7	16	17.4642	1.98321	0
120	-12	-6	13.4164	-2.67795	0
130	-17	-27	31.9061	-2.13272	0
140	-22	-49	53.7122	-1.9928	0
150	-27	-70	75.0267	-1.93893	0
160	-32	-92	97.4064	-1.90553	0
170	-37	-114	119.854	-1.88463	0
180	-42	-135	141.382	-1.87242	0
190	-47	-156	162.926	-1.86343	0
200	-52	-178	185.44	-1.85502	0
SourceAmp:	95	MinSinkAmp:	120	MinMagnitude:	13.4164

Amp	Real	Quad	Magnitude	Phase	Overflow
110	-7	15	16.5529	2.00742	0
111	-8	13	15.2643	2.12245	0
112	-8	11	13.6015	2.19959	0
113	-9	9	12.7279	2.35619	0
114	-9	7	11.4018	2.48055	0
115	-10	5	11.1803	2.67795	0
116	-10	3	10.4403	2.85014	0
117	-11	1	11.0454	3.05093	0
118	-11	-2	11.1803	-2.96174	0
119	-12	-4	12.6491	-2.81984	0
120	-12	-6	13.4164	-2.67795	0
121	-13	-8	15.2643	-2.58994	0
122	-13	-10	16.4012	-2.4859	0
123	-14	-13	19.105	-2.39321	0
124	-14	-14	19.799	-2.35619	0
125	-15	-17	22.6716	-2.29378	0
126	-15	-18	23.4307	-2.26553	0
127	-16	-21	26.4008	-2.22187	0
128	-16	-23	28.0179	-2.1786	0
129	-17	-25	30.2324	-2.16797	0
130	-17	-27	31.9061	-2.13272	0
SourceAmp:	95	MinSinkAmp:	116	MinMagnitude:	10.4403

