Amp	Real	Quad	Magnitude	Phase	Overflow
0	-3002	-93	3003.44	-3.11062	0
100	-2918	34	2918.2	3.12994	0
200	-2671	101	2672.91	3.1038	0
300	-2063	84	2064.71	3.1009	0
400	-1396	56	1397.12	3.1015	0
500	-722	28	722.543	3.10283	0
600	-37	2	37.054	3.08759	0
700	649	-24	649.444	-0.0369631	0
800	1331	-48	1331.87	-0.0360475	0
900	2013	-72	2014.29	-0.0357523	0
1000	2697	-95	2698.67	-0.0352098	0
SourceAmp:	593	MinSinkAmp:	600	MinMagnitude:	37.054

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-652	16	652.196	3.11706	0
510	-652	26	652.518	3.10174	0
520	-584	24	584.493	3.10052	0
530	-514	21	514.429	3.10076	0
540	-448	18	448.361	3.10144	0
550	-378	15	378.298	3.10193	0
560	-309	12	309.233	3.10278	0
570	-240	10	240.208	3.09995	0
580	-174	7	174.141	3.10138	0
590	-104	4	104.077	3.10315	0
600	-35	2	35.0571	3.08451	0
610	35	-1	35.0143	-0.0285637	0
620	101	-4	101.079	-0.0395833	0
630	171	-6	171.105	-0.0350733	0
640	239	-9	239.169	-0.0376391	0
650	308	-12	308.234	-0.0389413	0
660	376	-14	376.261	-0.0372169	0
670	445	-17	445.325	-0.0381837	0
680	514	-20	514.389	-0.0388909	0
690	583	-22	583.415	-0.037718	0
700	650	-25	650.481	-0.0384426	0
SourceAmp:	593	MinSinkAmp:	610	MinMagnitude:	35.0143

Amp	Real	Quad	Magnitude	Phase	Overflow
600	-32	1	32.0156	3.11035	0
601	-28	1	28.0179	3.10589	0
602	-21	1	21.0238	3.09401	0
603	-14	1	14.0357	3.07029	0
604	-8	0	8	3.14159	0
605	-1	0	1	3.14159	0
606	6	0	6	0	0
607	13	0	13	0	0
608	20	0	20	0	0
609	27	-1	27.0185	-0.0370201	0
610	35	-1	35.0143	-0.0285637	0
611	41	-2	41.0488	-0.0487419	0
612	47	-2	47.0425	-0.0425275	0
613	54	-2	54.037	-0.0370201	0
614	61	-2	61.0328	-0.0327751	0
615	68	-3	68.0661	-0.0440891	0
616	75	-3	75.06	-0.0399787	0
617	83	-3	83.0542	-0.0361289	0
618	90	-3	90.05	-0.033321	0
619	97	-4	97.0824	-0.0412138	0
620	102	-4	102.078	-0.0391956	0
SourceAmp:	593	MinSinkAmp:	605	MinMagnitude:	1

