OffsetValue	AccumulatedValue	Overflow
-300	-145588
-200	-48001
-100	52758
0	153880
100	255044
200	355398
300	449181

-100	52674
-90	62958
-80	73027
-70	82914
-60	93265
-50	103313
-40	113198
-30	123570
-20	133663
-10	143413
0	153809
10	164215
20	173997
30	184102
40	194509
50	204386
60	214472
70	224767
80	234663
90	244711
100	254963

0	153878
1	154909
2	155984
3	156983
4	158034
5	159079
6	160072
7	161132
8	162154
9	163224
10	164224
11	165288
12	166330
13	167332
14	168390
15	169408
16	169979
17	170942
18	171967
19	173020
20	174067
GNDAccumulatedData	162637	MinAccumulatedData	162154	MinDCOffsetValue	8
